Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
1080.,  8.229E-02,  7.446E-02,  3.247E-04,  4.867E-05,   NaN,  8.656E-02,  7.099E-02,  5.972E-04,  4.123E-04,   NaN,  50.66,  54.45,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 570.3, 409.2, 771.5,  93.2,  31.5, 406.1, 563.1, 565.2,   NaN, 387.1,   NaN, 687.6,   NaN, 340.5, 589.4,   NaN, 506.6, 269.2,   NaN, 317.2, 152.0, 120.8,  89.1, 114.6, -4.14,   NaN, -4.94, -2.52, -0.18,  1.02,  0.77,  0.84,  1.17, 145.8,   NaN, 2.117333,  71.9,  2.051E-01,  3.608E-03,  1.250E-05,  2.667E-06,  51.8,  8.546E-02,  8.182E-02
1110.,  8.953E-02,  7.056E-02,  3.108E-04,  4.750E-05,   NaN,  9.483E-02,  6.671E-02,  4.668E-04,  3.190E-04,   NaN,  49.18,  52.26,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 564.5, 390.9, 759.5,  99.3,  31.8, 390.8, 549.2, 553.5,   NaN, 379.1,   NaN, 669.6,   NaN, 311.3, 569.2,   NaN, 491.0, 259.9,   NaN, 310.5, 147.8, 114.6,  84.8, 111.7, -4.12,   NaN, -5.04, -2.48, -0.18,  1.02,  0.76,  0.84,  1.18, 137.6,   NaN, 2.073167,  71.2,  2.053E-01,  3.484E-03,  1.217E-05,  2.333E-06,  48.8,  8.100E-02,  7.677E-02
1140.,  9.211E-02,  6.906E-02,  2.918E-04,  4.383E-05,   NaN,  9.601E-02,  6.648E-02,  3.752E-04,  2.698E-04,   NaN,  50.73,  54.69,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 562.4, 398.1, 768.5, 104.9,  32.4, 391.3, 542.0, 562.3,   NaN, 384.4,   NaN, 680.0,   NaN, 304.9, 571.8,   NaN, 494.9, 266.9,   NaN, 322.0, 144.9, 114.6,  85.5, 111.2, -4.13,   NaN, -5.03, -2.45, -0.00,  1.02,  0.76,  0.82,  1.16, 144.6,   NaN, 2.086333,  71.4,  2.051E-01,  3.591E-03,  1.083E-05,  2.333E-06,  49.3,  7.925E-02,  7.640E-02
1170.,  9.324E-02,  6.828E-02,  2.707E-04,  4.100E-05,   NaN,  9.263E-02,  6.815E-02,  4.532E-04,  3.667E-04,   NaN,  50.64,  55.21,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 568.2, 415.8, 784.5, 110.8,  32.9, 395.3, 553.7, 562.9,   NaN, 385.5,   NaN, 685.9,   NaN, 310.4, 575.3,   NaN, 498.5, 270.9,   NaN, 325.4, 148.1, 115.4,  87.2, 108.0, -4.13,   NaN, -5.00, -2.45, -0.02,  1.02,  0.76,  0.84,  1.16, 144.4,   NaN, 2.085000,  71.8,  2.051E-01,  3.614E-03,  1.167E-05,  2.167E-06,  48.9,  7.835E-02,  7.840E-02
1200.,  9.286E-02,  6.832E-02,  2.713E-04,  4.000E-05,   NaN,  8.990E-02,  6.981E-02,  5.020E-04,  3.483E-04,   NaN,  53.50,  57.60,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 586.9, 424.4, 788.3, 117.2,  33.6, 394.9, 575.5, 577.2,   NaN, 391.4,   NaN, 696.6,   NaN, 322.0, 588.2,   NaN, 521.3, 281.0,   NaN, 326.9, 153.4, 121.6,  89.5, 108.1, -4.13,   NaN, -5.17, -2.52, -0.04,  1.04,  0.79,  0.85,  1.13, 156.2,   NaN, 2.128833,  72.9,  2.048E-01,  3.780E-03,  1.233E-05,  2.667E-06,  52.7,  7.839E-02,  8.036E-02
1230.,  9.308E-02,  6.843E-02,  2.725E-04,  4.100E-05,   NaN,  8.903E-02,  7.019E-02,  4.817E-04,  3.212E-04,   NaN,  53.23,  57.69,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 584.0, 421.1, 793.5, 123.6,  33.9, 389.1, 573.9, 572.2,   NaN, 392.6,   NaN, 699.3,   NaN, 333.3, 587.9,   NaN, 518.5, 294.8,   NaN, 327.8, 158.6, 124.0,  90.5, 116.4, -4.13,   NaN, -5.22, -2.54, -0.09,  1.05,  0.78,  0.85,  1.21, 152.3,   NaN, 2.095333,  73.5,  2.049E-01,  3.760E-03,  1.183E-05,  2.333E-06,  51.8,  7.852E-02,  8.077E-02
1260.,  8.839E-02,  7.144E-02,  2.920E-04,  4.083E-05,   NaN,  9.114E-02,  6.889E-02,  4.717E-04,  3.118E-04,   NaN,  52.81,  56.72,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 575.6, 404.0, 779.7, 128.7,  34.1, 383.2, 574.8, 576.0,   NaN, 390.5,   NaN, 692.7,   NaN, 336.0, 589.0,   NaN, 512.6, 281.3,   NaN, 333.6, 160.3, 124.0,  91.2, 121.0, -4.12,   NaN, -5.17, -2.53, -0.16,  1.05,  0.77,  0.83,  1.20, 141.5,   NaN, 2.001000,  73.1,  2.050E-01,  3.666E-03,  1.267E-05,  2.333E-06,  50.1,  8.198E-02,  7.928E-02
1290.,  8.745E-02,  7.173E-02,  2.875E-04,  4.050E-05,   NaN,  9.538E-02,  6.658E-02,  3.572E-04,  1.827E-04,   NaN,  50.01,  54.17,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 564.5, 403.4, 761.8, 133.7,  35.0, 382.3, 565.8, 565.0,   NaN, 380.8,   NaN, 681.5,   NaN, 328.0, 579.2,   NaN, 495.8, 251.5,   NaN, 326.6, 167.2, 120.5,  89.4, 118.7, -4.14,   NaN, -5.12, -2.48, -0.22,  1.05,  0.77,  0.83,  1.19, 136.2,   NaN, 2.013333,  72.6,  2.052E-01,  3.538E-03,  1.250E-05,  2.333E-06,  47.6,  8.231E-02,  7.650E-02
1320.,  8.911E-02,  7.081E-02,  2.955E-04,  4.133E-05,   NaN,  9.476E-02,  6.708E-02,  3.753E-04,  2.532E-04,   NaN,  52.73,  56.54,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 575.0, 399.8, 771.5, 137.7,  36.1, 388.8, 561.7, 560.8,   NaN, 385.9,   NaN, 685.5,   NaN, 317.9, 578.3,   NaN, 507.8, 270.3,   NaN, 317.3, 152.2, 119.4,  89.1, 113.3, -4.13,   NaN, -5.12, -2.48, -0.17,  1.02,  0.78,  0.83,  1.17, 146.3,   NaN, 2.081333,  72.5,  2.050E-01,  3.632E-03,  1.250E-05,  2.167E-06,  50.3,  8.127E-02,  7.710E-02
1350.,  9.137E-02,  6.938E-02,  2.923E-04,  4.533E-05,   0.0,  9.175E-02,  6.896E-02,  5.332E-04,  4.435E-04,   0.0,  52.63,  56.81,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 579.2, 413.6, 788.4, 141.5,  36.3, 395.6, 557.9, 568.7,   NaN, 387.3,   NaN, 686.8,   NaN, 318.8, 576.3,   NaN, 505.5, 285.3,   NaN, 329.9, 147.0, 117.8,  89.6, 111.9, -4.20,   NaN, -5.10, -2.47, -0.14,  1.02,  0.77,  0.84,  1.18, 150.5,   NaN, 2.105833,  73.4,  2.050E-01,  3.710E-03,  1.150E-05,  2.333E-06,  49.6,  7.962E-02,  7.942E-02
1380.,  9.441E-02,  6.767E-02,  2.797E-04,  4.250E-05,   0.0,  8.788E-02,  7.089E-02,  4.780E-04,  3.150E-04,   0.0,  54.08,  57.74,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 586.6, 412.3, 797.9, 146.0,  36.7, 387.5, 562.1, 564.1,   NaN, 389.2,   NaN, 693.0,   NaN, 314.6, 580.8,   NaN, 509.9, 284.5,   NaN, 333.6, 147.5, 118.2,  88.9, 111.6, -4.15,   NaN, -5.12, -2.50, -0.10,  1.01,  0.77,  0.85,  1.19, 151.8,   NaN, 2.100833,  73.5,  2.049E-01,  3.737E-03,  1.317E-05,  2.333E-06,  51.7,  7.765E-02,  8.156E-02
1410.,  9.010E-02,  7.033E-02,  3.172E-04,  5.117E-05,   0.0,  9.046E-02,  6.937E-02,  4.668E-04,  2.678E-04,   0.0,  53.35,  57.57,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 585.5, 430.3, 783.7, 147.7,  37.6, 381.1, 564.0, 571.8,   NaN, 388.4,   NaN, 697.0,   NaN, 320.9, 592.4,   NaN, 519.7, 286.3,   NaN, 331.8, 167.6, 122.9,  90.6, 114.0, -4.07,   NaN, -5.16, -2.51, -0.07,  1.06,  0.79,  0.84,  1.18, 147.3,   NaN, 2.048834,  73.9,  2.049E-01,  3.715E-03,  1.267E-05,  2.000E-06,  50.3,  8.074E-02,  7.981E-02
1440.,  9.091E-02,  6.988E-02,  2.988E-04,  4.617E-05,   0.0,  9.336E-02,  6.784E-02,  4.105E-04,  2.600E-04,   0.0,  53.50,  56.56,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 583.0, 423.4, 789.9, 150.2,  38.5, 382.8, 572.6, 568.0,   NaN, 385.1,   NaN, 680.4,   NaN, 330.3, 578.6,   NaN, 501.2, 292.8,   NaN, 340.3, 156.3, 121.7,  89.2, 108.8, -4.11,   NaN, -5.12, -2.48, -0.14,  1.04,  0.77,  0.85,  1.18, 143.7,   NaN, 2.031833,  73.8,  2.050E-01,  3.649E-03,  1.283E-05,  2.500E-06,  50.4,  8.020E-02,  7.800E-02
1470.,  9.011E-02,  7.032E-02,  2.993E-04,  4.017E-05,   0.0,  9.514E-02,  6.680E-02,  4.285E-04,  2.930E-04,   0.0,  52.32,  56.57,  25.6,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 578.2, 409.2, 773.6, 154.7,  40.0, 397.3, 572.2, 555.5,   NaN, 384.3,   NaN, 692.8,   NaN, 316.6, 586.8,   NaN, 507.9, 275.0,   NaN, 340.8, 161.6, 121.7,  90.8, 125.4, -4.19,   NaN, -5.23, -2.53, -0.22,  1.05,  0.80,  0.83,  1.19, 144.5,   NaN, 2.059000,  74.0,  2.050E-01,  3.644E-03,  1.283E-05,  2.000E-06,  50.5,  8.071E-02,  7.683E-02
1500.,  9.149E-02,  6.945E-02,  3.122E-04,  5.133E-05,   NaN,  9.218E-02,  6.856E-02,  5.553E-04,  4.998E-04,   NaN,  53.49,  57.12,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 588.5, 410.9, 790.6, 156.0,  40.7, 400.5, 551.2, 561.2,   NaN, 385.7,   NaN, 698.7,   NaN, 315.9, 591.1,   NaN, 513.9, 274.2,   NaN, 319.2, 153.3, 120.8,  89.6, 115.5, -4.20,   NaN, -5.17, -2.53, -0.20,  1.04,  0.81,  0.86,  1.22, 150.6,   NaN, 2.095167,  74.3,  2.049E-01,  3.717E-03,  1.167E-05,  2.167E-06,  51.2,  7.973E-02,  7.898E-02
1530.,  9.127E-02,  6.932E-02,  3.267E-04,  5.117E-05,   NaN,  8.801E-02,  7.090E-02,  6.325E-04,  4.990E-04,   NaN,  55.24,  58.90,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 591.5, 407.9, 804.3, 158.5,  41.3, 407.4, 566.2, 570.3,   NaN, 389.1,   NaN, 706.9,   NaN, 278.8, 589.5,   NaN, 506.7, 287.1,   NaN, 315.5, 151.0, 122.7,  91.2, 120.7, -4.22,   NaN, -5.18, -2.50, -0.16,  1.04,  0.79,  0.85,  1.20, 148.0,   NaN, 2.061500,  74.5,  2.049E-01,  3.745E-03,  1.333E-05,  2.333E-06,  53.4,  7.960E-02,  8.175E-02
1560.,  9.270E-02,  6.890E-02,  3.470E-04,  4.392E-04,   NaN,  8.683E-02,  7.135E-02,  5.248E-04,  3.900E-04,   NaN,  57.19,  60.23,  25.8, 746.3, 863.8, 211.0, 722.3, 272.1, 833.4, 597.3, 428.8, 807.3, 162.3,  41.8, 408.7, 576.3, 580.4, 723.8, 393.6, 745.5, 715.5,  76.3, 267.9, 602.3, 453.2, 530.0, 293.6,  97.8, 323.5, 161.3, 128.1,  94.2, 122.0, -4.25,   NaN, -5.26, -2.54, -0.05,  1.05,  0.78,  0.83,  1.20, 148.6,   NaN, 2.043500,  75.0,  2.049E-01,  3.802E-03,  1.217E-05,  2.000E-06,  53.8,  7.914E-02,  8.214E-02
1590.,  9.025E-02,  7.005E-02,  3.575E-04,  8.800E-05,   NaN,  9.178E-02,  6.899E-02,  4.505E-04,  2.800E-04,   NaN,  55.60,  59.04,  25.7, 738.1, 844.3, 209.0, 713.3, 269.5, 823.2, 592.2, 439.8, 799.6, 163.5,  42.4, 407.2, 573.1, 563.3, 712.0, 390.0, 734.3, 697.3,  70.9, 254.3, 591.3, 440.9, 510.5, 287.7,  94.0, 303.8, 152.6, 123.4,  91.9, 115.4, -4.29,   NaN, -5.21, -2.52, -0.18,  1.05,  0.78,  0.84,  1.20, 148.4,   NaN, 2.100167,  75.3,  2.050E-01,  3.733E-03,  1.100E-05,  2.000E-06,  53.0,  8.047E-02,  7.936E-02
1620.,  9.441E-02,  6.761E-02,  3.257E-04,  7.117E-05,   NaN,  8.969E-02,  6.983E-02,  4.192E-04,  2.183E-04,   NaN,  56.81,  59.73,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 608.0, 420.3, 808.1, 165.4,  43.0, 410.7, 588.2, 583.6,   NaN, 395.1,   NaN, 706.9,   NaN, 264.3, 595.3,   NaN, 521.6, 303.4,   NaN, 306.1, 153.0, 124.0,  92.6, 115.4, -4.29,   NaN, -5.27, -2.54, -0.09,  1.03,  0.81,  0.87,  1.21, 152.8,   NaN, 2.102167,  75.9,  2.049E-01,  3.811E-03,  1.283E-05,  2.333E-06,  55.9,  7.764E-02,  8.028E-02
1650.,  9.863E-02,  6.523E-02,  3.080E-04,  5.883E-05,   NaN,  9.019E-02,  6.987E-02,  4.610E-04,  3.042E-04,   NaN,  57.19,  60.07,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 604.8, 415.6, 809.2, 166.9,  43.8, 406.3, 563.7, 561.2,   NaN, 395.2,   NaN, 706.7,   NaN, 273.6, 599.8,   NaN, 531.1, 297.0,   NaN, 314.2, 160.2, 126.2,  92.6, 114.0, -4.23,   NaN, -5.15, -2.59, -0.15,  1.04,  0.79,  0.86,  1.17, 150.9,   NaN, 2.062833,  76.5,  2.048E-01,  3.816E-03,  1.217E-05,  2.000E-06,  56.6,  7.490E-02,  8.038E-02
1680.,  9.531E-02,  6.730E-02,  3.053E-04,  4.550E-05,   NaN,  8.776E-02,  7.091E-02,  6.360E-04,  4.553E-04,   NaN,  56.25,  59.91,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 600.2, 406.0, 806.2, 166.7,  44.4, 412.4, 591.0, 571.5,   NaN, 394.7,   NaN, 704.5,   NaN, 287.6, 594.9,   NaN, 519.5, 296.9,   NaN, 313.6, 167.4, 125.4,  92.5, 125.4, -4.26,   NaN, -5.25, -2.54, -0.08,  1.04,  0.76,  0.85,  1.21, 146.1,   NaN, 2.032000,  76.4,  2.049E-01,  3.748E-03,  1.300E-05,  2.167E-06,  56.9,  7.727E-02,  8.176E-02
1710.,  9.139E-02,  6.970E-02,  2.863E-04,  4.350E-05,   NaN,  8.492E-02,  7.355E-02,  7.203E-04,  6.033E-04,   NaN,  60.18,  63.97,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 612.6, 447.5, 825.1, 168.0,  45.0, 421.2, 580.3, 580.6,   NaN, 402.2,   NaN, 726.5,   NaN, 330.9, 609.5,   NaN, 543.9, 320.3,   NaN, 339.7, 158.8, 129.3,  95.3, 114.9, -4.27,   NaN, -5.32, -2.61, -0.06,  1.05,  0.77,  0.85,  1.19, 156.6,   NaN, 2.053500,  76.8,  2.046E-01,  3.877E-03,  1.450E-05,  2.833E-06,  62.9,  7.998E-02,  8.488E-02
1740.,  8.683E-02,  7.193E-02,  3.215E-04,  5.650E-05,   NaN,  7.505E-02,  7.847E-02,  9.677E-04,  8.528E-04,   NaN,  65.36,  70.45,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 632.0, 470.7, 863.2, 170.3,  45.8, 430.7, 620.2, 614.0,   NaN, 415.5,   NaN, 766.9,   NaN, 347.9, 640.7,   NaN, 570.5, 346.4,   NaN, 358.2, 167.2, 139.6, 101.9, 119.8, -4.37,   NaN, -5.45, -2.71,  0.04,  1.04,  0.80,  0.87,  1.20, 178.2,   NaN, 2.088500,  79.4,  2.040E-01,  4.274E-03,  2.033E-05,  3.833E-06,  76.0,  8.257E-02,  9.079E-02
1770.,  8.808E-02,  7.140E-02,  3.922E-04,  1.683E-04,   NaN,  6.518E-02,  8.395E-02,  1.621E-03,  1.448E-03,   NaN,  74.66,  81.10,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 667.0, 495.2, 910.7, 170.0,  46.8, 476.5, 653.9, 671.3,   NaN, 438.0,   NaN, 831.5,   NaN, 401.8, 686.9,   NaN, 614.1, 386.3,   NaN, 372.8, 186.4, 157.0, 112.0, 142.9, -4.65,   NaN, -5.68, -2.85,  0.19,  1.06,  0.82,  0.87,  1.24, 200.1,   NaN, 2.062167,  82.6,  2.032E-01,  4.761E-03,  3.050E-05,  5.833E-06, 103.4,  8.205E-02,  9.779E-02
1800.,  8.125E-02,  7.613E-02,  5.017E-04,  2.608E-04,   NaN,  5.080E-02,  9.096E-02,  3.291E-03,  3.159E-03,   NaN,  86.28,  92.95,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 714.5, 546.0, 954.2, 170.4,  47.6, 498.9, 724.2, 728.3,   NaN, 458.4,   NaN, 888.8,   NaN, 453.4, 735.4,   NaN, 669.7, 429.6,   NaN, 421.6, 230.7, 183.6, 127.8, 158.4, -4.76,   NaN, -5.90, -2.97,  0.36,  1.12,  0.83,  0.87,  1.26, 227.2,   NaN, 2.052167,  87.0,  2.023E-01,  5.353E-03,  5.983E-05,  1.483E-05, 159.3,  8.758E-02,  1.077E-01
1830.,  7.351E-02,  7.950E-02,  5.847E-04,  3.010E-04,   NaN,  3.803E-02,  9.641E-02,  4.423E-03,  3.862E-03,   NaN,  91.77,  99.07,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 735.1, 576.6, 977.0, 173.9,  48.7, 507.4, 780.4, 794.1,   NaN, 468.9,   NaN, 924.9,   NaN, 486.2, 769.4,   NaN, 691.9, 458.1,   NaN, 434.4, 254.9, 194.5, 135.5, 160.8, -4.83,   NaN, -6.07, -3.05,  0.42,  1.14,  0.83,  0.91,  1.28, 240.2,   NaN, 2.063000,  90.4,  2.019E-01,  5.631E-03,  7.800E-05,  1.700E-05, 188.3,  9.152E-02,  1.152E-01
1860.,  7.702E-02,  7.735E-02,  4.993E-04,  2.300E-04,   NaN,  3.623E-02,  9.666E-02,  4.762E-03,  3.913E-03,   NaN,  95.13, 102.35,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 751.9, 591.8, 988.3, 177.5,  49.4, 516.3, 798.7, 810.6,   NaN, 474.3,   NaN, 929.8,   NaN, 509.8, 782.7,   NaN, 701.5, 473.3,   NaN, 482.7, 251.7, 199.2, 141.5, 167.5, -4.92,   NaN, -6.29, -3.10,  0.40,  1.19,  0.85,  0.88,  1.28, 230.9,   NaN, 1.991333,  92.1,  2.019E-01,  5.659E-03,  7.083E-05,  1.467E-05, 200.1,  8.897E-02,  1.159E-01
1890.,  8.199E-02,  7.452E-02,  4.483E-04,  1.672E-04,   NaN,  3.741E-02,  9.660E-02,  4.358E-03,  3.634E-03,   NaN,  97.44, 103.16,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 761.9, 625.3, 988.3, 178.1,  50.4, 505.9, 823.1, 814.1,   NaN, 475.5,   NaN, 924.4,   NaN, 514.9, 784.8,   NaN, 698.8, 477.0,   NaN, 470.5, 245.2, 204.5, 143.4, 162.6, -4.89,   NaN, -6.30, -3.13,  0.09,  1.17,  0.88,  0.91,  1.27, 235.3,   NaN, 2.026500,  93.5,  2.019E-01,  5.651E-03,  6.383E-05,  1.183E-05, 197.0,  8.568E-02,  1.154E-01
1920.,  8.466E-02,  7.245E-02,  9.137E-04,  5.700E-04,   NaN,  3.474E-02,  9.772E-02,  4.406E-03,  3.479E-03,   NaN, 103.32, 106.11,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 781.9, 615.4, 995.1, 181.3,  51.4, 519.4, 796.7, 804.1,   NaN, 479.0,   NaN, 937.5,   NaN, 535.2, 794.0,   NaN, 713.5, 482.4,   NaN, 461.7, 250.1, 208.5, 145.9, 166.1, -4.99,   NaN, -6.14, -3.15,  0.23,  1.17,  0.89,  0.91,  1.29, 238.9,   NaN, 2.025000,  94.0,  2.018E-01,  5.664E-03,  6.983E-05,  1.400E-05, 217.4,  8.385E-02,  1.167E-01
1950.,  8.986E-02,  7.048E-02,  6.252E-04,  2.633E-04,   NaN,  3.454E-02,  9.685E-02,  5.329E-03,  4.758E-03,   NaN, 103.77, 108.89,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 785.5, 628.1,1008.0, 182.5,  52.4, 547.7, 817.5, 813.1,   NaN, 484.2,   NaN, 943.3,   NaN, 542.1, 804.5,   NaN, 717.2, 480.1,   NaN, 462.4, 260.5, 212.2, 148.0, 172.7, -5.03,   NaN, -6.34, -3.17,  0.40,  1.18,  0.89,  0.93,  1.29, 239.5,   NaN, 2.011833,  95.2,  2.017E-01,  5.720E-03,  7.300E-05,  1.500E-05, 233.8,  8.126E-02,  1.168E-01
1980.,  8.510E-02,  7.260E-02,  6.418E-04,  2.982E-04,   NaN,  3.146E-02,  9.788E-02,  5.773E-03,  4.462E-03,   NaN, 107.05, 110.61,  25.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 795.4, 638.1,1009.3, 186.8,  53.4, 578.6, 831.2, 824.9,   NaN, 487.1,   NaN, 949.6,   NaN, 536.1, 810.3,   NaN, 728.3, 497.8,   NaN, 461.7, 271.6, 218.1, 150.0, 178.3, -5.22,   NaN, -6.35, -3.20,  0.33,  1.18,  0.88,  0.93,  1.31, 246.3,   NaN, 2.038666,  96.5,  2.016E-01,  5.786E-03,  7.483E-05,  1.383E-05, 242.5,  8.371E-02,  1.185E-01
2010.,  7.941E-02,  7.684E-02,  5.727E-04,  2.565E-04,   NaN,  3.459E-02,  9.685E-02,  4.982E-03,  3.343E-03,   NaN, 115.59, 114.74,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 816.4, 644.4,1017.3, 188.2,  54.5, 597.5, 842.1, 835.1,   NaN, 492.0,   NaN, 958.9,   NaN, 561.9, 825.6,   NaN, 745.3, 504.6,   NaN, 474.7, 265.8, 225.2, 153.5, 184.8, -5.22,   NaN, -6.58, -3.27,  0.10,  1.19,  0.91,  0.92,  1.32, 248.9,   NaN, 1.985500,  97.8,  2.013E-01,  5.983E-03,  7.467E-05,  1.300E-05, 263.9,  8.847E-02,  1.164E-01
2040.,  8.221E-02,  7.375E-02,  8.857E-04,  5.415E-04,   NaN,  3.388E-02,  9.641E-02,  5.837E-03,  4.068E-03,   NaN, 109.89, 113.90,  25.9,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 807.7, 659.0,1024.3, 191.6,  55.6, 617.2, 823.3, 817.9,   NaN, 490.5,   NaN, 961.7,   NaN, 561.0, 820.4,   NaN, 735.3, 499.2,   NaN, 479.5, 269.3, 221.9, 153.2, 178.5, -5.23,   NaN, -6.43, -3.21,  0.31,  1.20,  0.89,  0.94,  1.34, 243.0,   NaN, 2.016833,  97.9,  2.016E-01,  5.786E-03,  7.600E-05,  1.417E-05, 257.9,  8.530E-02,  1.169E-01
2070.,  8.256E-02,  7.397E-02,  1.174E-03,  5.262E-04,   NaN,  2.808E-02,  9.770E-02,  7.497E-03,  5.982E-03,   NaN, 139.20, 111.39,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 892.9, 640.2,1015.3, 197.2,  56.8, 611.6, 848.0, 813.1,   NaN, 491.8,   NaN, 900.6,   NaN, 548.9, 797.6,   NaN, 730.4, 481.1,   NaN, 451.9, 239.0, 212.0, 149.0, 170.1, -5.15,   NaN, -6.41, -3.21,  0.07,  1.15,  0.90,  0.92,  1.32, 251.2,   NaN, 2.075667,  98.0,  2.016E-01,  5.775E-03,  7.600E-05,  1.400E-05, 253.6,  8.588E-02,  1.202E-01
2100.,  7.174E-02,  7.731E-02,  2.260E-03,  9.650E-04,   NaN,  2.353E-02,  9.780E-02,  9.140E-03,  6.478E-03,   NaN, 145.48, 119.31,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 928.9, 661.8,1028.0, 203.0,  58.1, 621.6, 860.9, 818.0,   NaN, 499.5,   NaN, 935.5,   NaN, 554.1, 814.6,   NaN, 767.0, 495.5,   NaN, 488.2, 247.5, 221.4, 153.1, 187.2, -5.25,   NaN, -6.48, -3.24,  0.18,  1.16,  0.92,  0.94,  1.36, 259.6,   NaN, 2.042500,  98.6,  2.012E-01,  5.987E-03,  8.400E-05,  1.350E-05, 301.6,  9.093E-02,  1.222E-01
2130.,  8.917E-02,  6.934E-02,  1.219E-03,  5.532E-04,   NaN,  2.909E-02,  9.711E-02,  7.149E-03,  4.880E-03,   NaN, 129.92, 118.43,  25.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 859.6, 681.5,1034.0, 206.1,  59.4, 604.8, 844.3, 829.3,   NaN, 499.6,   NaN, 958.2,   NaN, 579.5, 825.4,   NaN, 753.4, 505.4,   NaN, 495.9, 263.8, 231.7, 160.1, 179.6, -5.27,   NaN, -6.51, -3.27, -0.00,  1.22,  0.92,  0.92,  1.33, 242.3,   NaN, 1.961000,  99.9,  2.014E-01,  5.910E-03,  7.150E-05,  1.233E-05, 272.5,  8.063E-02,  1.192E-01
2160.,  7.696E-02,  7.459E-02,  2.650E-03,  1.393E-03,   NaN,  2.556E-02,  9.850E-02,  7.521E-03,  4.589E-03,   NaN, 145.53, 122.07,  26.0,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 927.8, 714.7,1033.6, 209.2,  60.9, 618.5, 861.0, 843.3,   NaN, 504.0,   NaN, 948.7,   NaN, 578.5, 822.2,   NaN, 759.1, 507.8,   NaN, 499.9, 274.7, 231.9, 157.1, 176.6, -5.25,   NaN, -6.57, -3.24,  0.25,  1.19,  0.92,  0.95,  1.31, 256.6,   NaN, 2.004167, 100.2,  2.011E-01,  6.060E-03,  8.217E-05,  1.367E-05, 304.5,  8.827E-02,  1.212E-01
