Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
 270.,  1.898E-01,  1.344E-02,  5.910E-04,  7.842E-04,   NaN,  1.919E-01,  1.231E-02,  5.650E-04,  6.930E-04,   NaN,   2.77,   2.65,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  91.7,  85.7, 145.1,  26.8,  24.8, 118.9, 120.1, 112.2,   NaN, 143.1,   NaN, 136.3,   NaN,  45.1, 121.2,   NaN,  69.4,  32.5,   NaN,  43.4,  34.5,  30.4,  28.9,  30.4, -1.77, -1.59, -1.81, -0.83, -0.29,  0.54,  0.32,  0.41,  0.65,  16.9,  43.9, 2.291833,  31.0,  2.094E-01,  8.815E-04,  1.500E-05,  1.350E-05,  53.1,  8.015E-03,  7.360E-03
 300.,  1.907E-01,  1.292E-02,  5.837E-04,  7.953E-04,   NaN,  1.926E-01,  1.195E-02,  5.652E-04,  6.985E-04,   NaN,   2.82,   2.98,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  86.7,  84.8, 148.4,  27.2,  24.9, 116.2, 111.2, 111.7,   NaN, 144.0,   NaN, 136.5,   NaN,  44.5, 124.8,   NaN,  74.8,  31.9,   NaN,  49.1,  36.9,  31.9,  28.9,  31.9, -1.72, -1.36, -1.60, -0.83, -0.29,  0.56,  0.30,  0.37,  0.61,  17.5,  46.7, 2.318667,  31.0,  2.094E-01,  9.085E-04,  1.533E-05,  1.450E-05,  56.4,  7.714E-03,  7.151E-03
 330.,  1.882E-01,  1.470E-02,  6.780E-04,  8.990E-04,   NaN,  1.905E-01,  1.349E-02,  6.312E-04,  8.018E-04,   NaN,   3.81,   3.83,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN,  97.1,  92.9, 161.9,  27.4,  24.9, 135.6, 129.7, 104.3,   NaN, 163.3,   NaN, 155.8,   NaN,  45.9, 140.3,   NaN,  76.4,  32.4,   NaN,  53.8,  40.3,  33.8,  29.9,  33.0, -1.99, -1.64, -1.48, -0.91, -0.31,  0.60,  0.35,  0.37,  0.64,  20.6,  46.6, 2.254667,  31.4,  2.093E-01,  9.608E-04,  1.933E-05,  1.817E-05,  67.5,  8.786E-03,  8.071E-03
 360.,  1.846E-01,  1.698E-02,  7.620E-04,  1.028E-03,   NaN,  1.878E-01,  1.525E-02,  7.090E-04,  9.090E-04,   NaN,   4.17,   4.16,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 106.1, 103.9, 177.7,  27.7,  24.9, 146.2, 143.6, 127.1,   NaN, 178.7,   NaN, 169.6,   NaN,  48.6, 143.1,   NaN,  72.7,  33.3,   NaN,  57.6,  41.1,  34.1,  30.3,  34.2, -2.00, -1.68, -1.73, -0.93, -0.30,  0.59,  0.36,  0.41,  0.65,  23.5,  46.5, 2.271333,  32.1,  2.092E-01,  1.012E-03,  2.167E-05,  2.050E-05,  72.7,  1.014E-02,  9.117E-03
 390.,  1.857E-01,  1.622E-02,  7.022E-04,  9.940E-04,   NaN,  1.879E-01,  1.504E-02,  6.862E-04,  8.952E-04,   NaN,   3.98,   3.63,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 109.4, 100.0, 169.4,  28.0,  25.0, 138.4, 136.9, 125.3,   NaN, 170.2,   NaN, 162.5,   NaN,  49.0, 142.9,   NaN,  76.5,  34.3,   NaN,  54.7,  40.6,  32.6,  29.9,  34.0, -1.95, -1.72, -1.64, -0.92, -0.29,  0.56,  0.34,  0.43,  0.65,  21.3,  46.3, 2.278666,  32.1,  2.093E-01,  9.540E-04,  1.883E-05,  1.800E-05,  65.6,  9.670E-03,  8.984E-03
 420.,  1.858E-01,  1.640E-02,  7.313E-04,  1.008E-03,   NaN,  1.883E-01,  1.501E-02,  6.825E-04,  9.007E-04,   NaN,   4.26,   4.17,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 111.9, 103.0, 175.1,  28.3,  25.0, 139.2, 140.2, 127.5,   NaN, 175.1,   NaN, 165.9,   NaN,  49.8, 148.3,   NaN,  77.0,  33.7,   NaN,  59.7,  42.3,  34.4,  30.5,  34.4, -1.99, -1.71, -1.72, -0.95, -0.32,  0.61,  0.38,  0.41,  0.66,  23.3,  46.1, 2.274000,  32.3,  2.092E-01,  9.937E-04,  2.083E-05,  2.000E-05,  72.1,  9.789E-03,  8.967E-03
 450.,  1.843E-01,  1.730E-02,  7.583E-04,  1.047E-03,   NaN,  1.875E-01,  1.554E-02,  6.945E-04,  9.415E-04,   NaN,   4.60,   4.26,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 118.8, 105.8, 180.7,  28.6,  25.0, 141.6, 141.8, 134.7,   NaN, 179.6,   NaN, 171.2,   NaN,  51.5, 152.6,   NaN,  80.4,  35.5,   NaN,  58.3,  40.9,  33.6,  30.5,  34.6, -2.00, -1.77, -1.85, -0.98, -0.30,  0.60,  0.38,  0.44,  0.68,  23.9,  46.0, 2.286000,  32.7,  2.092E-01,  1.009E-03,  2.150E-05,  2.100E-05,  73.0,  1.032E-02,  9.274E-03
 480.,  1.835E-01,  1.780E-02,  7.930E-04,  1.110E-03,   NaN,  1.866E-01,  1.597E-02,  7.375E-04,  9.927E-04,   NaN,   4.85,   4.48,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 125.7, 111.7, 189.4,  28.9,  25.1, 141.9, 149.6, 133.4,   NaN, 184.0,   NaN, 179.3,   NaN,  51.9, 157.9,   NaN,  89.5,  35.8,   NaN,  54.9,  41.3,  33.5,  30.7,  35.2, -1.89, -1.76, -1.69, -1.00, -0.31,  0.58,  0.35,  0.48,  0.65,  25.2,  45.9, 2.315167,  32.8,  2.092E-01,  1.035E-03,  2.300E-05,  2.267E-05,  75.3,  1.063E-02,  9.545E-03
 510.,  1.826E-01,  1.858E-02,  8.107E-04,  1.139E-03,   NaN,  1.861E-01,  1.658E-02,  7.690E-04,  1.039E-03,   NaN,   5.29,   4.99,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 130.2, 117.1, 195.0,  29.3,  25.2, 155.5, 146.6, 140.4,   NaN, 189.3,   NaN, 182.5,   NaN,  54.0, 164.3,   NaN,  89.6,  36.6,   NaN,  61.6,  44.1,  35.1,  30.9,  36.0, -2.19, -1.74, -1.91, -1.03, -0.31,  0.62,  0.38,  0.47,  0.67,  26.2,  45.7, 2.239333,  33.3,  2.091E-01,  1.081E-03,  2.383E-05,  2.400E-05,  79.1,  1.108E-02,  9.914E-03
 540.,  1.813E-01,  1.940E-02,  8.613E-04,  1.199E-03,   NaN,  1.837E-01,  1.824E-02,  8.428E-04,  1.147E-03,   NaN,   6.63,   5.50,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 133.4, 122.7, 205.5,  29.7,  25.3, 171.9, 154.3, 139.5,   NaN, 202.2,   NaN, 196.3,   NaN,  53.8, 161.6,   NaN,  88.9,  36.0,   NaN,  66.9,  48.1,  38.3,  32.1,  36.9, -2.28, -1.80, -1.83, -1.01, -0.31,  0.63,  0.42,  0.46,  0.70,  27.6,  45.0, 2.228167,  33.5,  2.091E-01,  1.109E-03,  2.617E-05,  2.650E-05,  82.9,  1.158E-02,  1.090E-02
 570.,  1.790E-01,  2.091E-02,  9.100E-04,  1.281E-03,   NaN,  1.813E-01,  1.953E-02,  9.038E-04,  1.221E-03,   NaN,   6.12,   6.18,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 146.2, 133.9, 222.0,  30.0,  25.3, 182.9, 165.8, 140.7,   NaN, 212.3,   NaN, 204.5,   NaN,  55.4, 169.5,   NaN,  99.1,  38.1,   NaN,  65.5,  46.5,  36.2,  31.9,  36.2, -2.32, -1.80, -1.72, -1.08, -0.33,  0.63,  0.46,  0.53,  0.75,  31.7,  48.8, 2.298667,  34.2,  2.090E-01,  1.201E-03,  2.900E-05,  2.867E-05,  92.0,  1.247E-02,  1.168E-02
 600.,  1.795E-01,  2.082E-02,  9.027E-04,  1.282E-03,   NaN,  1.836E-01,  1.816E-02,  8.293E-04,  1.153E-03,   NaN,   6.21,   5.76,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 150.7, 132.4, 215.2,  30.7,  25.4, 166.2, 154.8, 138.9,   NaN, 201.3,   NaN, 198.3,   NaN,  58.3, 176.4,   NaN, 103.5,  39.2,   NaN,  66.4,  44.7,  37.1,  31.9,  37.0, -2.21, -1.71, -1.73, -1.10, -0.31,  0.63,  0.43,  0.50,  0.71,  29.7,  50.4, 2.336667,  34.4,  2.090E-01,  1.137E-03,  2.667E-05,  2.733E-05,  86.4,  1.241E-02,  1.085E-02
 630.,  1.780E-01,  2.171E-02,  9.270E-04,  1.292E-03,   NaN,  1.824E-01,  1.903E-02,  8.497E-04,  1.164E-03,   NaN,   6.49,   6.18,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 150.6, 138.1, 223.8,  31.0,  25.5, 171.9, 165.2, 145.3,   NaN, 212.1,   NaN, 207.3,   NaN,  59.6, 184.0,   NaN, 108.7,  41.1,   NaN,  64.9,  48.0,  36.8,  31.9,  35.5, -2.23, -1.86, -1.87, -1.14, -0.33,  0.64,  0.43,  0.56,  0.70,  32.3,  49.9, 2.328000,  34.7,  2.090E-01,  1.182E-03,  2.867E-05,  2.850E-05,  93.4,  1.294E-02,  1.136E-02
 660.,  1.769E-01,  2.244E-02,  9.720E-04,  1.340E-03,   NaN,  1.813E-01,        NaN,  8.983E-04,  1.212E-03,   NaN,   6.96,   6.74,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 156.6, 143.4, 228.8,  31.5,  25.5, 176.5, 165.2, 160.3,   NaN, 217.0,   NaN, 213.3,   NaN,  58.1, 191.0,   NaN, 110.6,  39.7,   NaN,  69.0,  50.5,  37.7,  33.2,  39.6, -2.26, -1.75, -1.95, -1.16, -0.30,  0.66,  0.44,  0.50,  0.74,  31.7,  49.9, 2.245333,  35.1,  2.089E-01,  1.196E-03,  2.917E-05,  2.950E-05,  93.1,  1.338E-02,  1.090E-02
 690.,  1.756E-01,  2.335E-02,  1.004E-03,  1.394E-03,   NaN,  1.802E-01,  2.036E-02,  9.207E-04,  1.243E-03,   NaN,   7.42,   6.92,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 164.8, 148.4, 237.6,  32.0,  25.6, 176.4, 169.5, 164.3,   NaN, 221.1,   NaN, 221.8,   NaN,  62.7, 195.8,   NaN, 116.5,  41.9,   NaN,  70.8,  50.3,  37.1,  32.8,  38.8, -2.23, -1.77, -2.02, -1.19, -0.33,  0.64,  0.45,  0.56,  0.77,  33.5,  49.9, 2.264333,  35.3,  2.089E-01,  1.224E-03,  3.050E-05,  3.050E-05,  97.2,  1.392E-02,  1.216E-02
 720.,  1.753E-01,  2.359E-02,  1.006E-03,  1.388E-03,   NaN,  1.804E-01,  2.029E-02,  9.087E-04,  1.234E-03,   NaN,   7.53,   7.14,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 168.7, 151.9, 240.0,  32.8,  25.7, 178.6, 170.9, 165.0,   NaN, 219.7,   NaN, 221.1,   NaN,  64.0, 198.4,   NaN, 125.1,  41.7,   NaN,  70.4,  48.0,  37.5,  32.7,  39.0, -2.39, -1.89, -2.03, -1.22, -0.36,  0.66,  0.51,  0.58,  0.78,  35.5,  49.5, 2.297500,  35.9,  2.088E-01,  1.273E-03,  3.167E-05,  3.150E-05, 100.6,  1.406E-02,  1.211E-02
 750.,  1.734E-01,  2.502E-02,  1.088E-03,  1.448E-03,   NaN,  1.782E-01,  2.202E-02,  9.785E-04,  1.312E-03,   NaN,   8.57,   8.27,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 175.1, 162.2, 251.3,  33.6,  25.8, 191.9, 189.3, 167.5,   NaN, 235.4,   NaN, 233.4,   NaN,  64.9, 204.5,   NaN, 123.4,  42.0,   NaN,  80.5,  54.7,  40.3,  34.2,  40.8, -2.37, -1.99, -2.01, -1.26, -0.33,  0.69,  0.49,  0.56,  0.78,  37.7,  49.7, 2.263333,  36.4,  2.088E-01,  1.341E-03,  3.483E-05,  3.400E-05, 107.5,  1.492E-02,  1.314E-02
 780.,  1.708E-01,  2.673E-02,  1.178E-03,  1.535E-03,   NaN,  1.759E-01,  2.346E-02,  1.066E-03,  1.389E-03,   NaN,   9.09,   8.65,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 182.7, 171.0, 260.8,  34.2,  26.0, 199.3, 193.1, 170.4,   NaN, 245.6,   NaN, 241.2,   NaN,  67.4, 214.7,   NaN, 129.0,  45.4,   NaN,  80.8,  56.2,  39.7,  34.5,  42.3, -2.49, -2.01, -2.01, -1.27, -0.33,  0.69,  0.50,  0.57,  0.80,  38.7,  49.7, 2.236333,  36.6,  2.087E-01,  1.370E-03,  3.683E-05,  3.567E-05, 115.2,  1.595E-02,  1.401E-02
 810.,  1.678E-01,  2.877E-02,  1.323E-03,  1.648E-03,   NaN,  1.743E-01,  2.468E-02,  1.139E-03,  1.441E-03,   NaN,   9.80,   9.51,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 197.2, 177.5, 271.9,  35.1,  26.1, 209.8, 201.5, 178.4,   NaN, 250.3,   NaN, 249.3,   NaN,  68.2, 218.4,   NaN, 135.0,  43.1,   NaN,  90.9,  58.7,  42.2,  34.5,  44.6, -2.60, -2.10, -2.00, -1.32, -0.37,  0.73,  0.54,  0.66,  0.81,  41.9,  49.8, 2.227000,  37.5,  2.086E-01,  1.451E-03,  4.150E-05,  3.850E-05, 123.6,  1.720E-02,  1.476E-02
 840.,  1.659E-01,  3.002E-02,  1.454E-03,  1.674E-03,   NaN,  1.717E-01,  2.627E-02,  1.274E-03,  1.516E-03,   NaN,  10.43,  10.19,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 202.7, 187.2, 286.3,  36.3,  26.2, 221.5, 211.8, 183.9,   NaN, 260.2,   NaN, 261.1,   NaN,  70.4, 226.2,   NaN, 145.7,  44.0,   NaN,  93.4,  62.6,  43.9,  35.6,  44.3, -2.61, -2.11, -2.00, -1.35, -0.37,  0.73,  0.53,  0.60,  0.82,  43.9,  49.2, 2.232167,  38.0,  2.086E-01,  1.479E-03,  4.533E-05,  3.917E-05, 132.9,  1.798E-02,  1.574E-02
 870.,  1.657E-01,  3.017E-02,  1.541E-03,  1.689E-03,   NaN,  1.719E-01,  2.612E-02,  1.323E-03,  1.527E-03,   NaN,  10.53,   9.96,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 210.3, 191.4, 288.0,  37.2,  26.3, 216.7, 208.0, 199.9,   NaN, 257.3,   NaN, 259.3,   NaN,  75.5, 230.2,   NaN, 157.4,  44.3,   NaN,  91.4,  58.2,  41.4,  35.6,  45.6, -2.60, -1.98, -2.18, -1.39, -0.37,  0.73,  0.53,  0.61,  0.84,  43.4,  49.1, 2.217834,  38.5,  2.086E-01,  1.480E-03,  4.767E-05,  4.067E-05, 129.7,  1.812E-02,  1.568E-02
 900.,  1.626E-01,  3.227E-02,  1.747E-03,  1.745E-03,   NaN,  1.703E-01,  2.732E-02,  1.430E-03,  1.565E-03,   NaN,  11.56,  10.87,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 219.9, 199.5, 298.2,  38.3,  26.4, 226.3, 212.1, 197.4,   NaN, 268.7,   NaN, 271.7,   NaN,  76.2, 240.9,   NaN, 158.6,  47.3,   NaN,  95.8,  64.1,  42.5,  36.3,  47.6, -2.69, -2.01, -2.07, -1.41, -0.35,  0.74,  0.54,  0.62,  0.85,  47.1,  49.3, 2.235833,  38.8,  2.085E-01,  1.544E-03,  5.400E-05,  4.167E-05, 140.6,  1.944E-02,  1.643E-02
 930.,  1.593E-01,  3.464E-02,  2.083E-03,  1.784E-03,   NaN,  1.679E-01,  2.896E-02,  1.653E-03,  1.610E-03,   NaN,  12.30,  11.39,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 228.3, 209.0, 308.9,  39.4,  26.6, 237.6, 215.3, 197.1,   NaN, 279.4,   NaN, 280.0,   NaN,  76.9, 244.3,   NaN, 159.7,  51.9,   NaN,  98.7,  69.0,  45.1,  37.3,  48.9, -2.67, -1.98, -2.06, -1.41, -0.32,  0.75,  0.54,  0.61,  0.85,  48.1,  49.2, 2.229333,  39.3,  2.084E-01,  1.587E-03,  6.267E-05,  4.167E-05, 140.2,  2.099E-02,  1.749E-02
 960.,  1.569E-01,  3.612E-02,  2.430E-03,  1.840E-03,   NaN,  1.666E-01,  2.952E-02,  1.876E-03,  1.630E-03,   NaN,  12.32,  11.46,  24.7,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 238.9, 211.5, 312.5,  40.7,  26.7, 237.3, 217.0, 204.8,   NaN, 279.6,   NaN, 281.0,   NaN,  80.3, 249.2,   NaN, 166.8,  53.7,   NaN, 100.3,  69.5,  44.5,  37.4,  45.9, -2.74, -2.05, -2.31, -1.47, -0.35,  0.76,  0.56,  0.64,  0.88,  50.2,  49.2, 2.251500,  39.7,  2.084E-01,  1.640E-03,  7.133E-05,  4.200E-05, 139.2,  2.203E-02,  1.794E-02
 990.,  1.570E-01,  3.618E-02,  2.515E-03,  1.830E-03,   NaN,  1.673E-01,  2.956E-02,  1.965E-03,  1.602E-03,   NaN,  12.81,  11.73,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 236.8, 213.6, 315.0,  41.8,  26.8, 244.1, 221.5, 209.6,   NaN, 279.7,   NaN, 281.2,   NaN,  83.4, 249.0,   NaN, 175.7,  54.3,   NaN,  98.1,  66.6,  44.3,  37.1,  45.7, -2.85, -2.14, -2.29, -1.49, -0.36,  0.75,  0.56,  0.67,  0.86,  50.5,  49.3, 2.202500,  40.2,  2.083E-01,  1.663E-03,  7.567E-05,  4.233E-05, 136.1,  2.211E-02,  1.802E-02
1020.,  1.546E-01,  3.778E-02,  2.705E-03,  1.896E-03,   NaN,  1.636E-01,  3.186E-02,  2.229E-03,  1.694E-03,   NaN,  13.91,  13.20,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 245.5, 224.1, 329.6,  43.1,  27.0, 260.9, 230.7, 210.2,   NaN, 294.0,   NaN, 295.5,   NaN,  84.7, 260.2,   NaN, 182.3,  54.2,   NaN, 105.8,  72.3,  49.6,  38.0,  49.5, -2.92, -2.12, -2.13, -1.51, -0.36,  0.78,  0.56,  0.68,  0.86,  53.6,  49.4, 2.181834,  40.6,  2.082E-01,  1.732E-03,  8.583E-05,  4.467E-05, 144.7,  2.313E-02,  1.948E-02
1050.,  1.525E-01,  3.924E-02,  3.128E-03,  1.888E-03,   NaN,  1.610E-01,  3.355E-02,  2.534E-03,  1.715E-03,   NaN,  14.80,  13.52,  24.8,   NaN,   NaN,   NaN,   NaN,   NaN,   NaN, 260.3, 233.1, 345.6,  44.6,  27.2, 253.7, 247.0, 238.3,   NaN, 302.2,   NaN, 305.9,   NaN,  90.0, 270.5,   NaN, 191.2,  58.7,   NaN, 101.2,  68.7,  48.0,  38.8,  48.6, -2.71, -2.25, -2.50, -1.57, -0.38,  0.78,  0.58,  0.69,  0.88,  56.8,  49.3, 2.162167,  41.3,  2.081E-01,  1.818E-03,  1.022E-04,  4.483E-05, 148.1,  2.421E-02,  2.062E-02
