1 Time From Ignition (s),2 O2Rear (mol/mol),3 CO2Rear (mol/mol),4 CORear (mol/mol),5 THCRear (mol/mol),6 SootRear (g/g),7 O2Front (mol/mol),8 CO2Front (mol/mol),9 COFront (mol/mol),10 THCFront (mol/mol),11 SootFront (g/g),12 HFR (kW/m2),13 HFF (kW/m2),14 TambCal (C),15 TRSampA (C),16 TFSampA (C),17 TR24A (C),18 TR80A (C),19 TF24A (C),20 TF80A (C),21 TFloorR (C),22 TFloorF (C),23 TCeilF (C),24 TWallUR (C),25 TUFloor (C),26 TD79LBB (C),27 TD79CBB (C),28 TD79RBB (C),29 TD70LA (C),30 TD70LBB (C),31 TD70CA (C),32 TD70CBB (C),33 TD30LA (C),34 TD30LBB (C),35 TD60CBB (C),36 TD50CA (C),37 TD50CBB (C),38 TD40CBB (C),39 TD30CA (C),40 TD30CBB (C),41 TD20LBB (C),42 TD20CBB (C),43 TD20RBB (C),44 TD5CBB (C),45 VD79L (m/s),46 VD79C (m/s),47 VD79R (m/s),48 VD60C (m/s),49 VD40C (m/s),50 VD20L (m/s),51 VD20C (m/s),52 VD20R (m/s),53 VD5C (m/s),54 HRRcal (kW),55 HRRburner (kW),56 StackMFR (kg/s),57 Tstack (C),58 O2stack (mol/mol),59 CO2stack (mol/mol),60 COstack (mol/mol),61 THCstack (mol/mol),62 MSstack (mg/m3),63 H2ORear (mol/mol),64 H2OFront (mol/mol)
-50,0.208759,0.000672,0.000021,NaN,NaN,0.208774,0.000695,0.000028,NaN,NaN,0.13,0.2,23.988,23.47,21.72,24.2,25.07,24.44,25.12,10,24.38,27.55,23.86,10,NaN,24.85,NaN,NaN,NaN,24.85,24.98,NaN,NaN,24.56,22.3,23.42,23.05,23.39,23.12,NaN,22.93,NaN,23.13,NaN,-0.344,NaN,0.191,0.229,NaN,0.065,NaN,0.141,0.23,NaN,2.62,23.971,0.209398,0.000594,0,NaN,0.025,0.000792,0.000826
-45,0.208759,0.000674,0.000017,NaN,NaN,0.208767,0.000699,0.000032,NaN,NaN,0.13,0.2,23.997,23.48,21.74,24.2,25.07,24.44,25.12,10,24.36,27.68,23.91,10,NaN,24.79,NaN,NaN,NaN,24.85,25.02,NaN,NaN,24.76,22.3,23.42,22.96,23.4,22.97,NaN,22.78,NaN,22.98,NaN,-0.291,NaN,0.196,0.218,NaN,0.054,NaN,0.131,0.28,NaN,2.653,23.953,0.209394,0.000603,0,NaN,0.051,0.000789,0.000835
-40,0.20876,0.000673,0.000014,NaN,NaN,0.208769,0.000695,0.000036,NaN,NaN,0.13,0.2,24.007,23.49,21.76,24.21,25.07,24.44,25.13,10,24.37,27.72,23.93,10,NaN,24.81,NaN,NaN,NaN,24.85,25.04,NaN,NaN,24.82,22.3,23.55,22.96,23.4,22.94,NaN,22.79,NaN,23.04,NaN,-0.292,NaN,0.191,0.221,NaN,0.009,NaN,0.177,0.3,NaN,2.671,23.936,0.209392,0.000611,0,NaN,0.097,0.000785,0.000835
-35,0.208759,0.000673,0.000012,NaN,NaN,0.208773,0.000701,0.000028,NaN,NaN,0.13,0.2,24.002,23.5,21.77,24.21,25.08,24.46,25.13,10,24.4,27.73,23.93,10,NaN,24.84,NaN,NaN,NaN,24.86,25.11,NaN,NaN,24.83,22.33,23.56,22.99,23.4,22.98,NaN,22.86,NaN,23.14,NaN,-0.314,NaN,0.192,0.228,NaN,0.008,NaN,0.183,0.37,NaN,2.676,23.936,0.20939,0.000616,0,NaN,0.144,0.000784,0.000833
-30,0.208758,0.000675,0.000015,NaN,NaN,0.208768,0.000706,0.000018,NaN,NaN,0.13,0.2,24.006,23.49,21.79,24.22,25.08,24.46,25.14,10,24.41,27.86,23.92,10,NaN,24.81,NaN,NaN,NaN,24.87,25.15,NaN,NaN,24.82,22.33,23.54,23.04,23.4,23.08,NaN,23.01,NaN,23.24,NaN,-0.297,NaN,0.208,0.226,NaN,0.04,NaN,0.158,0.39,NaN,2.652,23.933,0.209389,0.000616,0.000001,NaN,0.157,0.000788,0.000827
-25,0.208757,0.000676,0.000018,NaN,NaN,0.208766,0.000705,0.00001,NaN,NaN,0.13,0.2,24.015,23.49,21.8,24.22,25.09,24.45,25.14,10,24.41,27.93,23.92,10,NaN,24.77,NaN,NaN,NaN,24.87,25.12,NaN,NaN,24.75,22.33,23.56,23.13,23.41,23.2,NaN,23.15,NaN,23.38,NaN,-0.302,NaN,0.194,0.223,NaN,0.023,NaN,0.164,0.44,NaN,2.614,23.942,0.209389,0.000612,0,NaN,0.15,0.000793,0.000817
-20,0.20875,0.000672,0.000033,NaN,NaN,0.208761,0.000705,0.000012,NaN,NaN,0.13,0.2,24.02,23.5,21.81,24.22,25.09,24.47,25.14,10,24.42,27.85,23.92,10,NaN,24.76,NaN,NaN,NaN,24.88,25.15,NaN,NaN,24.77,22.32,23.64,23.14,23.41,23.21,NaN,23.1,NaN,23.3,NaN,-0.267,NaN,0.19,0.226,NaN,0.014,NaN,0.161,0.38,NaN,2.603,23.953,0.209391,0.000608,0,NaN,0.144,0.000805,0.00082
-15,0.208741,0.000669,0.000036,NaN,NaN,0.208751,0.000709,0.00002,NaN,NaN,0.13,0.2,24.031,23.16,21.63,24.22,25.08,24.48,25.11,10,24.43,27.87,23.93,10,NaN,24.74,NaN,NaN,NaN,24.86,25.12,NaN,NaN,24.71,21.82,23.7,23.12,23.41,23.2,NaN,23.05,NaN,23.38,NaN,-0.266,NaN,0.209,0.232,NaN,0.039,NaN,0.17,0.36,NaN,2.605,23.963,0.209391,0.000609,0,NaN,0.147,0.000806,0.000833
-10,0.208733,0.000701,0.000024,NaN,NaN,0.20869,0.000754,0.00002,NaN,NaN,0.13,0.2,24.03,19.35,19.64,24.22,24.7,24.57,24.98,10,24.43,27.95,23.96,10,NaN,24.66,NaN,NaN,NaN,24.8,24.95,NaN,NaN,24.49,20,23.66,23.13,23.36,23.22,NaN,23.05,NaN,23.53,NaN,-0.274,NaN,0.219,0.235,NaN,0.02,NaN,0.151,0.41,NaN,2.627,23.989,0.20939,0.00061,0,NaN,0.143,0.000829,0.000885
-5,0.20833,0.000956,0.00002,NaN,NaN,0.207947,0.000958,0.000021,NaN,NaN,0.13,0.21,24.032,15.11,17.34,24.22,23.97,24.73,24.85,10,24.45,27.96,23.97,10,NaN,24.64,NaN,NaN,NaN,24.86,24.91,NaN,NaN,24.35,19.81,23.59,23.18,23.32,23.26,NaN,23.05,NaN,23.54,NaN,-0.262,NaN,0.226,0.233,NaN,-0.032,NaN,0.146,0.53,NaN,2.661,24.013,0.209387,0.000609,0,NaN,0.127,0.001115,0.001119
0,0.206458,0.00179,0.000041,NaN,NaN,0.206009,0.001604,0.000035,NaN,NaN,1.32,1.04,24.032,17.77,17.72,24.39,27.29,24.99,31.24,10,26.55,31.07,23.95,10,NaN,26.71,NaN,NaN,NaN,28.84,29.67,NaN,NaN,27.27,21.58,25.12,24.34,23.63,24.06,NaN,23.69,NaN,23.98,NaN,-0.339,NaN,-0.037,0.062,NaN,-0.092,NaN,0.091,0.65,NaN,2.67,24.051,0.209385,0.00061,0,NaN,0.236,0.002093,0.001874
5,0.202949,0.003584,0.000061,NaN,NaN,0.202976,0.003168,0.000049,NaN,NaN,2.64,1.93,24.031,30.44,25.37,25.46,47.08,25.85,59.16,10,32.97,44.45,23.94,10,NaN,46.99,NaN,NaN,NaN,52.01,59.76,NaN,NaN,49.69,29.03,36.99,26.68,23.96,25.75,NaN,25.01,NaN,25.17,NaN,-0.934,NaN,-0.487,0.127,NaN,0.117,NaN,0.229,2.92,NaN,2.671,24.286,0.20933,0.000638,0,NaN,1.679,0.004166,0.003677
10,0.198348,0.006423,0.000065,NaN,NaN,0.198983,0.005538,0.000066,NaN,NaN,3.16,2.15,24.044,42.63,38.17,27.54,80.46,27.76,100.99,10,40.22,65.27,23.95,10,NaN,85.8,NaN,NaN,NaN,88.82,108.79,NaN,NaN,91.91,45.66,62.11,28.15,23.93,26.85,NaN,25.58,NaN,25.81,NaN,-1.537,NaN,-0.738,0.325,NaN,0.4,NaN,0.417,8.38,NaN,2.671,24.751,0.209197,0.000715,0.000001,NaN,3.782,0.007415,0.006405
15,0.192888,0.00964,0.000079,NaN,NaN,0.194693,0.00817,0.000088,NaN,NaN,3.56,2.49,24.06,53.39,49.25,29.86,113.35,30.84,137.69,10,45.69,86.94,23.93,10,NaN,120.25,NaN,NaN,NaN,126.29,153.31,NaN,NaN,137.21,66.47,91.27,28.88,24,27.65,NaN,25.72,NaN,25.96,NaN,-1.754,NaN,-0.85,0.362,NaN,0.487,NaN,0.486,14.41,NaN,2.673,25.27,0.209049,0.000811,0.000002,NaN,5.705,0.011108,0.009438
20,0.187329,0.012644,0.000102,NaN,NaN,0.190427,0.010675,0.000099,NaN,NaN,3.71,2.64,24.07,81.25,59.13,31.85,142.33,34.35,163.05,10,49.74,108.12,23.91,10,NaN,138.78,NaN,NaN,NaN,157.81,184.34,NaN,NaN,171.18,80.04,109.29,29.33,24.2,28.61,NaN,25.99,NaN,26.6,NaN,-1.825,NaN,-0.93,0.38,NaN,0.519,NaN,0.531,19.26,NaN,2.671,25.759,0.208929,0.000886,0.000002,NaN,6.934,0.014567,0.012314
25,0.182611,0.015098,0.000115,NaN,NaN,0.186481,0.012847,0.000108,NaN,NaN,3.55,2.66,24.068,125.16,68.04,33.99,165.36,37.38,182.02,10,51.17,123,23.93,10,NaN,146.24,NaN,NaN,NaN,178.01,197.04,NaN,NaN,182.02,86.79,117.19,29.26,24.33,29.44,NaN,25.97,NaN,27.07,NaN,-1.888,NaN,-0.938,0.385,NaN,0.518,NaN,0.55,21.85,NaN,2.63,26.112,0.208857,0.000931,0.000002,NaN,7.85,0.017386,0.014805
30,0.178943,0.017123,0.000116,NaN,NaN,0.183291,0.014641,0.000124,NaN,NaN,3.37,2.7,24.059,159.02,78.16,36.5,181.25,39.64,193.3,10,50.67,131.15,23.96,10,NaN,149.95,NaN,NaN,NaN,191.78,201.49,NaN,NaN,183.96,94.2,125.6,29.23,24.35,30.21,NaN,25.72,NaN,27.17,NaN,-1.907,NaN,-0.939,0.39,NaN,0.531,NaN,0.577,23.09,NaN,2.599,26.295,0.208819,0.000955,0.000003,NaN,8.042,0.019702,0.016874
35,0.176222,0.018752,0.000128,NaN,NaN,0.180694,0.016105,0.000131,NaN,NaN,3.24,2.33,24.051,183.16,101.05,38.22,192.19,41.12,201.31,10,49.38,137.36,23.97,10,NaN,149.07,NaN,NaN,NaN,198.96,200.13,NaN,NaN,184.74,90.99,121.68,29.2,24.28,30.3,NaN,25.41,NaN,26.89,NaN,-1.893,NaN,-0.932,0.4,NaN,0.568,NaN,0.598,23.69,NaN,2.603,26.414,0.208804,0.000969,0.000003,NaN,7.995,0.021577,0.018555
40,0.174234,0.019978,0.000138,NaN,NaN,0.178337,0.017438,0.000128,NaN,NaN,3.25,2.58,24.03,200.38,126.47,38.63,198.74,41.91,202.97,10,48.41,140.77,23.99,10,NaN,148.21,NaN,NaN,NaN,199.16,193.46,NaN,NaN,181.76,91.93,119.21,29.28,24.31,30.05,NaN,25.45,NaN,26.47,NaN,-1.919,NaN,-0.944,0.393,NaN,0.564,NaN,0.564,23.62,NaN,2.606,26.512,0.208804,0.00098,0.000002,NaN,7.729,0.02299,0.020076
45,0.172669,0.020952,0.000136,NaN,NaN,0.176295,0.018617,0.000135,NaN,NaN,3.67,3.31,24.054,217,152.5,39.22,206.54,43.16,207.79,10,50.58,148.17,24,10,NaN,151.78,NaN,NaN,NaN,204.83,197.17,NaN,NaN,185.09,101.62,126.82,30.07,24.55,30.75,NaN,26,NaN,26.94,NaN,-1.962,NaN,-0.981,0.381,NaN,0.536,NaN,0.518,24.15,NaN,2.613,26.667,0.208792,0.000987,0.000002,NaN,8.234,0.0241,0.021431
50,0.171497,0.021679,0.000123,NaN,NaN,0.174684,0.019564,0.000144,NaN,NaN,3.42,3.19,24.099,235.45,184.05,40.15,217.53,44.39,218.75,10,54.08,157.98,24.01,10,NaN,160.89,NaN,NaN,NaN,216.33,209.78,NaN,NaN,197.43,100.88,129.06,30.32,24.86,31.72,NaN,26.76,NaN,27.52,NaN,-1.995,NaN,-0.971,0.424,NaN,0.566,NaN,0.534,26.89,NaN,2.624,26.962,0.208731,0.001007,0.000002,NaN,9.014,0.024916,0.022524
55,0.170792,0.022113,0.000118,NaN,NaN,0.173351,0.020399,0.000133,NaN,NaN,3.18,2.63,24.086,244.81,206.11,40.77,223.23,44.69,222.41,10,55.02,158.79,24.04,10,NaN,162.96,NaN,NaN,NaN,218.24,209.31,NaN,NaN,201.23,95.33,125.56,30.15,25.03,31.93,NaN,26.92,NaN,27.4,NaN,-1.952,NaN,-0.993,0.421,NaN,0.589,NaN,0.563,27.39,NaN,2.625,27.094,0.208718,0.001015,0.000002,NaN,8.432,0.025407,0.023466
60,0.170304,0.022413,0.000116,NaN,NaN,0.172084,0.021133,0.000133,NaN,NaN,3.33,2.64,24.062,244.66,217.26,41.14,223.88,45.3,220.94,10,53.68,156.57,24.08,10,NaN,155.53,NaN,NaN,NaN,214.09,200.12,NaN,NaN,193.42,98.32,126.06,30.23,24.87,31.3,NaN,26.41,NaN,27.09,NaN,-1.882,NaN,-1.014,0.423,NaN,0.588,NaN,0.589,26.43,NaN,2.612,27.156,0.208737,0.001011,0.000002,NaN,8.606,0.025747,0.024304
65,0.169643,0.022794,0.000113,NaN,NaN,0.170845,0.021851,0.000143,NaN,NaN,3.69,3.52,24.051,251.06,229.44,41.33,226.3,46.25,225.04,10,54.74,161.41,24.14,10,NaN,157.45,NaN,NaN,NaN,218.84,203.78,NaN,NaN,192.62,103.67,133.03,30.61,24.73,31.28,NaN,26.16,NaN,27.21,NaN,-1.935,NaN,-1.046,0.385,NaN,0.567,NaN,0.587,27.91,NaN,2.628,27.322,0.208704,0.001032,0.000002,NaN,8.986,0.02618,0.025136
70,0.168952,0.023197,0.00012,NaN,NaN,0.169822,0.02252,0.000141,NaN,NaN,3.7,3.69,24.039,268.2,245.8,41.82,235.94,47.14,237.9,10,55.82,171.53,24.17,10,NaN,166.88,NaN,NaN,NaN,230.42,219.13,NaN,NaN,204.31,98.1,131.36,31.16,24.82,31.85,NaN,26.43,NaN,27.71,NaN,-2.002,NaN,-0.997,0.395,NaN,0.575,NaN,0.616,29.9,NaN,2.662,27.517,0.208662,0.001064,0.000002,NaN,9.206,0.026648,0.025899
75,0.168678,0.02339,0.000125,NaN,NaN,0.169164,0.023048,0.00014,NaN,NaN,3.3,2.94,24.041,271.19,252.89,42.96,242.3,47.66,243.16,10,55.6,174.35,24.18,10,NaN,170.36,NaN,NaN,NaN,231.65,219.49,NaN,NaN,208.44,91.92,120.96,31.01,24.92,31.83,NaN,26.54,NaN,27.67,NaN,-2.003,NaN,-0.952,0.41,NaN,0.612,NaN,0.655,29.92,NaN,2.658,27.644,0.208657,0.001085,0.000002,NaN,8.752,0.026875,0.026501
80,0.168905,0.023315,0.000122,NaN,NaN,0.16888,0.023367,0.00015,NaN,NaN,3.24,2.7,24.061,264.19,251.51,43.49,238.52,47.52,236.87,10,55.7,170.33,24.18,10,NaN,168.04,NaN,NaN,NaN,224.89,207.12,NaN,NaN,198.21,99.06,124.24,30.6,24.88,31.81,NaN,26.19,NaN,27.33,NaN,-1.968,NaN,-0.988,0.385,NaN,0.591,NaN,0.612,27.44,NaN,2.651,27.598,0.20871,0.001077,0.000002,NaN,7.982,0.026785,0.026877
85,0.169311,0.023101,0.000113,NaN,NaN,0.168912,0.023468,0.000151,NaN,NaN,3.26,2.83,24.089,261.32,253.08,43.21,234.7,47.35,231.21,10,55.17,168.82,24.22,10,NaN,163.4,NaN,NaN,NaN,221.27,200.82,NaN,NaN,187.87,101.39,128.81,30.39,24.88,31.94,NaN,26.17,NaN,27.77,NaN,-1.932,NaN,-0.979,0.397,NaN,0.539,NaN,0.555,25.31,NaN,2.623,27.554,0.208754,0.001058,0.000002,NaN,7.867,0.026531,0.026994
90,0.169681,0.022898,0.000111,NaN,NaN,0.169011,0.023435,0.000142,NaN,NaN,3.34,3.09,24.121,260.88,256.91,43.27,233.19,47.34,230.18,10,54.88,169.73,24.29,10,NaN,158.93,NaN,NaN,NaN,219.97,199.98,NaN,NaN,186.91,101.42,129.66,30.35,25,32.25,NaN,26.55,NaN,28.77,NaN,-1.944,NaN,-0.979,0.406,NaN,0.537,NaN,0.536,25.74,NaN,2.566,27.644,0.208732,0.001059,0.000002,NaN,8.643,0.026296,0.026945
95,0.169905,0.02276,0.000114,NaN,NaN,0.168951,0.023398,0.000127,NaN,NaN,3.23,3.13,24.138,261.47,262.37,43.77,234.23,47.66,229.89,10,55.29,170.07,24.35,10,NaN,159.86,NaN,NaN,NaN,219.76,202.56,NaN,NaN,194.09,103.31,130.12,30.11,25.08,32.56,NaN,26.66,NaN,29.57,NaN,-1.946,NaN,-0.988,0.403,NaN,0.562,NaN,0.55,26.48,NaN,2.52,27.707,0.208701,0.001074,0.000002,NaN,8.756,0.026141,0.026886
100,0.169914,0.022766,0.000117,NaN,NaN,0.168575,0.023485,0.000121,NaN,NaN,3.29,3.22,24.148,261.85,266.6,44.41,235.96,48.45,233.1,10,56.79,169.72,24.39,10,NaN,161.28,NaN,NaN,NaN,219.53,203.36,NaN,NaN,199.21,107.72,131.42,30.44,25.17,32.74,NaN,26.82,NaN,30.15,NaN,-1.944,NaN,-1.047,0.373,NaN,0.566,NaN,0.558,25.84,NaN,2.478,27.714,0.208704,0.001084,0.000002,NaN,8.537,0.026152,0.026979
105,0.169766,0.022971,0.00012,NaN,NaN,0.167885,0.023763,0.00012,NaN,NaN,3.6,3.5,24.17,263.44,267.92,45.47,241.9,49.72,245.19,10,58.12,172.42,24.43,10,NaN,167.34,NaN,NaN,NaN,224.26,207.79,NaN,NaN,210.87,117.99,140.4,31.42,25.17,33,NaN,27.27,NaN,30.21,NaN,-2.028,NaN,-1.095,0.395,NaN,0.56,NaN,0.581,26.03,NaN,2.456,27.798,0.208692,0.001093,0.000002,NaN,8.793,0.02639,0.027295
110,0.169447,0.023261,0.000125,NaN,NaN,0.167049,0.024201,0.000121,NaN,NaN,3.53,3.52,24.194,267.88,260.89,46.85,248.88,51.71,254.45,10,57.78,177.3,24.49,10,NaN,180.53,NaN,NaN,NaN,231.36,216.35,NaN,NaN,216.58,116.47,143.55,32.06,25.1,33.08,NaN,27.03,NaN,29.55,NaN,-2.033,NaN,-1.048,0.396,NaN,0.555,NaN,0.602,27.06,NaN,2.477,27.865,0.208672,0.001104,0.000002,NaN,8.793,0.026727,0.027797
115,0.169047,0.023487,0.000122,NaN,NaN,0.166191,0.024708,0.00013,NaN,NaN,3.32,3.37,24.211,276.52,255.52,47.88,249.53,53.12,251.6,10,56.84,179.6,24.56,10,NaN,184.57,NaN,NaN,NaN,231.74,215.69,NaN,NaN,210.2,114.56,140.73,32.09,25.06,33.2,NaN,26.59,NaN,29.25,NaN,-2.012,NaN,-1.034,0.378,NaN,0.582,NaN,0.609,27.12,NaN,2.509,27.905,0.208677,0.001108,0.000002,NaN,8.383,0.026982,0.028385
120,0.168722,0.023626,0.000122,NaN,NaN,0.165389,0.025201,0.000135,NaN,NaN,3.26,3.35,24.208,297.01,254.22,48.63,248.83,52.73,247.42,10,56.84,179.57,24.62,10,NaN,181.59,NaN,NaN,NaN,229.38,210.05,NaN,NaN,203.92,111.12,136.15,31.75,25.12,33.56,NaN,26.42,NaN,29.63,NaN,-1.999,NaN,-1.016,0.377,NaN,0.571,NaN,0.587,26.68,NaN,2.544,27.919,0.208697,0.001098,0.000002,NaN,8.065,0.027141,0.028955
125,0.168376,0.023775,0.000113,NaN,NaN,0.164627,0.025673,0.000135,NaN,NaN,3.45,3.48,24.209,289.54,253.76,48.84,250.04,52.35,245.66,10,57.72,179.83,24.71,10,NaN,175.74,NaN,NaN,NaN,230.25,210.63,NaN,NaN,205.13,108.39,134.24,31.63,25.15,33.82,NaN,26.49,NaN,30.17,NaN,-1.967,NaN,-1.031,0.376,NaN,0.562,NaN,0.572,26.48,NaN,2.569,27.879,0.20871,0.001085,0.000002,NaN,8.05,0.027301,0.029494
130,0.16788,0.024031,0.00011,NaN,NaN,0.163829,0.026149,0.000136,NaN,NaN,3.81,3.59,24.192,269.72,255.47,48.98,252.01,52.07,250.89,10,58.9,181.01,24.77,10,NaN,176.82,NaN,NaN,NaN,232.81,215.36,NaN,NaN,209.81,112.05,138.57,31.85,25.11,33.98,NaN,26.88,NaN,30.69,NaN,-1.993,NaN,-1.054,0.374,NaN,0.558,NaN,0.566,26.63,NaN,2.564,27.887,0.208708,0.001075,0.000002,NaN,8.329,0.02759,0.03004
135,0.167296,0.024364,0.000115,NaN,NaN,0.16297,0.026639,0.000144,NaN,NaN,3.84,3.76,24.155,266.2,259.68,49.18,256.11,51.9,259.12,10,58.56,183.46,24.92,10,NaN,188.69,NaN,NaN,NaN,237.75,222.72,NaN,NaN,217.06,115.21,146.81,32.18,25.05,34.19,NaN,27.21,NaN,30.96,NaN,-2.1,NaN,-1.062,0.382,NaN,0.556,NaN,0.571,28.53,NaN,2.552,28,0.208661,0.001086,0.000002,NaN,9.001,0.027976,0.03061
