Time,O2Rear,CO2Rear,CORear,THCRear,SootRear,O2Front,CO2Front,COFront,THCFront,SootFront,HFR,HFF,TambCal,TRSampA,TFSampA,TR24A,TR80A,TF24A,TF80A,TFloorR,TFloorF,TCeilF,TWallUR,TUFloor,TD79LBB,TD79CBB,TD79RBB,TD70LA,TD70LBB,TD70CA,TD70CBB,TD30LA,TD30LBB,TD60CBB,TD50CA,TD50CBB,TD40CBB,TD30CA,TD30CBB,TD20LBB,TD20CBB,TD20RBB,TD5CBB,VD79L,VD79C,VD79R,VD60C,VD40C,VD20L,VD20C,VD20R,VD5C,HRRcal,HRRburner,StackMFR,Tstack,O2stack,CO2stack,Costack,THCstack,Msstack,H2ORear,H2OFront
s,mol/mol,mol/mol,mol/mol,mol/mol,g/g,mol/mol,mol/mol,mol/mol,mol/mol,g/g,kW/m2,kW/m2,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,m/s,kW,kW,kg/s,C,mol/mol,mol/mol,mol/mol,mol/mol,mg/m3,mol/mol,mol/mol
   0.,  2.086E-01,  8.497E-04,  4.529E-05,  2.938E-05,   NaN,  2.087E-01,  8.590E-04,  6.729E-05,  9.343E-05,   NaN,   0.19,   0.27,  26.6,  31.7,  31.8,  30.5,  30.8,  30.0,  30.9,  32.0,  31.9,  35.5,  28.3,  39.8,  34.5,  34.5,  33.2,  30.0,  33.4,  30.5,  33.0,  29.3,  28.7,  29.7,  29.4,  28.9,  28.9,  29.6,  28.8,  28.8,  28.2,  28.2,  28.7, -0.49, -0.44, -0.50,  0.35, -0.30, -0.02,  0.08,  0.23, -0.26,  -0.3,   0.0, 2.307857,  29.1,  2.097E-01,  4.769E-04,  4.286E-07,  1.000E-06,   NaN,  4.475E-04,  4.630E-04
  30.,  2.072E-01,  1.657E-03,  5.217E-05,  3.317E-05,   NaN,  2.073E-01,  1.725E-03,  6.633E-05,  1.042E-04,   NaN,   0.22,   0.29,  26.6,  32.7,  33.0,  30.7,  31.7,  30.1,  31.9,  32.6,  32.6,  44.6,  28.3,  39.5,  41.7,  42.8,  38.5,  31.2,  39.4,  31.5,  39.7,  29.3,  29.0,  30.7,  29.5,  29.0,  29.0,  29.6,  28.8,  28.9,  28.4,  28.3,  28.7, -0.63, -0.60, -0.66,  0.36, -0.32, -0.02,  0.17,  0.26, -0.22,   0.1,   0.0, 2.263833,  29.0,  2.097E-01,  4.938E-04,  3.333E-07,  1.000E-06,   0.0,  8.550E-04,  8.957E-04
  60.,  2.073E-01,  1.650E-03,  5.650E-05,  3.400E-05,   NaN,  2.073E-01,  1.707E-03,  7.167E-05,  1.050E-04,   NaN,   0.22,   0.28,  26.7,  33.7,  34.1,  30.8,  32.6,  30.3,  32.9,  32.8,  32.6,  40.4,  28.3,  39.8,  39.7,  39.9,  37.1,  32.2,  38.5,  32.4,  38.3,  29.3,  29.3,  31.0,  29.5,  29.4,  29.2,  29.6,  29.2,  29.3,  28.3,  28.3,  28.8, -0.64, -0.58, -0.67,  0.33, -0.30,  0.07,  0.16,  0.25, -0.22,  -0.4,   0.0, 2.339333,  29.0,  2.097E-01,  5.200E-04,  0.000E+00,  1.000E-06,   0.0,  8.533E-04,  8.893E-04
  90.,  2.073E-01,  1.714E-03,  6.517E-05,  3.450E-05,   NaN,  2.074E-01,  1.747E-03,  8.300E-05,  1.040E-04,   NaN,   0.21,   0.29,  26.7,  34.7,  35.0,  31.0,  33.5,  30.4,  33.8,  32.8,  32.9,  41.2,  28.3,  39.9,  40.0,  40.7,  36.2,  33.2,  40.4,  33.3,  38.6,  29.4,  29.1,  32.2,  29.6,  29.6,  29.0,  29.7,  29.3,  29.3,  28.6,  28.6,  29.0, -0.64, -0.60, -0.62,  0.34, -0.30,  0.04,  0.18,  0.27, -0.23,  -0.1,   0.0, 2.361667,  29.0,  2.097E-01,  5.175E-04,  3.333E-07,  1.000E-06,   0.0,  8.898E-04,  9.150E-04
 120.,  2.071E-01,  2.008E-03,  7.883E-05,  4.150E-05,   NaN,  2.072E-01,  2.095E-03,  9.933E-05,  1.085E-04,   NaN,   0.23,   0.31,  26.7,  35.6,  35.8,  31.1,  34.4,  30.6,  34.6,  33.4,  33.0,  44.9,  28.3,  39.4,  42.6,  43.5,  39.6,  34.1,  42.6,  34.0,  40.4,  29.4,  29.1,  32.4,  29.7,  29.3,  29.1,  29.8,  29.2,  28.9,  28.2,  28.2,  28.7, -0.73, -0.68, -0.73,  0.32, -0.32,  0.01,  0.18,  0.30, -0.19,   0.7,   0.0, 2.270667,  29.1,  2.097E-01,  5.077E-04,  6.667E-07,  1.000E-06,   0.0,  1.044E-03,  1.097E-03
 150.,  2.066E-01,  2.365E-03,  8.983E-05,  4.883E-05,   NaN,  2.066E-01,  2.487E-03,  1.060E-04,  1.163E-04,   NaN,   0.25,   0.33,  26.6,  36.5,  36.9,  31.3,  35.4,  30.7,  35.6,  33.4,  33.3,  48.7,  28.4,  39.3,  45.1,  45.8,  41.9,  35.2,  47.1,  34.9,  44.1,  29.5,  29.5,  38.5,  29.7,  29.2,  29.1,  29.8,  28.9,  28.8,  28.0,  27.9,  28.7, -0.75, -0.68, -0.77,  0.28, -0.30,  0.04,  0.17,  0.28, -0.20,   0.3,   0.0, 2.295000,  29.3,  2.097E-01,  5.123E-04,  6.667E-07,  1.000E-06,   0.1,  1.228E-03,  1.297E-03
 180.,  2.057E-01,  2.917E-03,  1.163E-04,  6.333E-05,   NaN,  2.058E-01,  3.061E-03,  1.402E-04,  1.335E-04,   NaN,   0.29,   0.38,  26.6,  37.7,  38.2,  31.5,  36.6,  30.9,  36.7,  34.0,  34.3,  54.6,  28.4,  38.9,  50.0,  50.1,  45.3,  36.7,  52.0,  36.1,  49.2,  29.5,  29.8,  41.0,  29.8,  29.7,  29.5,  29.9,  29.9,  29.1,  28.3,  28.3,  28.8, -0.85, -0.75, -0.82,  0.27, -0.30,  0.11,  0.18,  0.29, -0.17,  -0.0,   0.0, 2.319000,  29.2,  2.097E-01,  4.922E-04,  3.333E-07,  1.000E-06,   0.6,  1.517E-03,  1.600E-03
 210.,  2.048E-01,  3.503E-03,  1.542E-04,  8.983E-05,   NaN,  2.048E-01,  3.656E-03,  1.770E-04,  1.597E-04,   NaN,   0.32,   0.42,  26.7,  39.4,  40.0,  31.8,  38.2,  31.2,  38.2,  34.5,  35.5,  60.7,  28.4,  39.2,  54.2,  55.4,  47.1,  38.5,  57.5,  37.8,  54.0,  29.6,  30.1,  44.4,  30.0,  31.0,  29.5,  30.1,  30.3,  29.4,  28.4,  28.2,  29.0, -0.91, -0.85, -0.87,  0.24, -0.32,  0.11,  0.21,  0.29, -0.18,   0.4,   0.0, 2.240833,  29.2,  2.097E-01,  5.037E-04,  6.667E-07,  1.000E-06,   1.2,  1.828E-03,  1.917E-03
 240.,  2.037E-01,  4.181E-03,  1.918E-04,  1.265E-04,   NaN,  2.039E-01,  4.321E-03,  2.220E-04,  1.955E-04,   NaN,   0.37,   0.46,  26.6,  41.6,  42.4,  32.3,  40.2,  31.7,  40.3,  36.0,  36.7,  67.5,  28.5,  39.5,  58.9,  60.4,  51.0,  40.8,  63.9,  40.0,  59.3,  29.7,  31.1,  49.8,  30.3,  30.8,  30.0,  30.3,  30.9,  29.6,  28.8,  28.7,  29.3, -0.97, -0.90, -0.94,  0.16, -0.32,  0.19,  0.23,  0.30, -0.10,   0.7,   0.0, 2.196833,  29.4,  2.097E-01,  5.325E-04,  1.000E-06,  1.000E-06,   2.3,  2.186E-03,  2.271E-03
 270.,  2.031E-01,  4.619E-03,  2.168E-04,  1.547E-04,   NaN,  2.031E-01,  4.859E-03,  2.495E-04,  2.283E-04,   NaN,   0.40,   0.56,  26.6,  44.2,  45.3,  32.9,  42.7,  32.3,  42.9,  37.2,  38.5,  73.5,  28.6,  39.6,  64.5,  65.2,  49.9,  43.7,  67.8,  42.7,  64.1,  29.9,  31.5,  51.7,  30.6,  32.0,  30.3,  30.6,  32.1,  30.6,  29.7,  29.1,  30.0, -1.01, -0.93, -0.75,  0.06, -0.31,  0.20,  0.24,  0.32, -0.18,   1.0,   0.0, 2.233167,  29.5,  2.097E-01,  5.317E-04,  1.000E-06,  1.000E-06,   4.1,  2.418E-03,  2.554E-03
 300.,  2.016E-01,  5.696E-03,  2.652E-04,  1.840E-04,   NaN,  2.018E-01,  5.833E-03,  3.033E-04,  2.593E-04,   NaN,   0.54,   0.69,  26.6,  47.3,  48.7,  33.6,  45.6,  32.9,  46.0,  39.0,  41.2,  84.3,  28.6,  39.6,  74.0,  72.8,  55.7,  46.8,  76.7,  46.0,  72.6,  30.2,  31.8,  58.0,  31.1,  34.6,  30.6,  31.0,  33.3,  31.2,  30.3,  29.7,  30.5, -1.14, -1.00, -0.99, -0.05, -0.32,  0.23,  0.28,  0.32, -0.03,   1.7,   0.0, 2.296500,  29.4,  2.097E-01,  5.408E-04,  1.500E-06,  1.667E-06,   6.8,  2.981E-03,  3.068E-03
