1 Time From Ignition (s),2 O2Rear (mol/mol),3 CO2Rear (mol/mol),4 CORear (mol/mol),5 THCRear (mol/mol),6 SootRear (g/g),7 O2Front (mol/mol),8 CO2Front (mol/mol),9 COFront (mol/mol),10 THCFront (mol/mol),11 SootFront (g/g),12 HFR (kW/m2),13 HFF (kW/m2),14 TambCal (C),15 TRSampA (C),16 TFSampA (C),17 TR24A (C),18 TR80A (C),19 TF24A (C),20 TF80A (C),21 TFloorR (C),22 TFloorF (C),23 TCeilF (C),24 TWallUR (C),25 TUFloor (C),26 TD79LBB (C),27 TD79CBB (C),28 TD79RBB (C),29 TD70LA (C),30 TD70LBB (C),31 TD70CA (C),32 TD70CBB (C),33 TD30LA (C),34 TD30LBB (C),35 TD60CBB (C),36 TD50CA (C),37 TD50CBB (C),38 TD40CBB (C),39 TD30CA (C),40 TD30CBB (C),41 TD20LBB (C),42 TD20CBB (C),43 TD20RBB (C),44 TD5CBB (C),45 VD79L (m/s),46 VD79C (m/s),47 VD79R (m/s),48 VD60C (m/s),49 VD40C (m/s),50 VD20L (m/s),51 VD20C (m/s),52 VD20R (m/s),53 VD5C (m/s),54 HRRcal (kW),55 HRRburner (kW),56 StackMFR (kg/s),57 Tstack (C),58 O2stack (mol/mol),59 CO2stack (mol/mol),60 COstack (mol/mol),61 THCstack (mol/mol),62 MSstack (mg/m3),63 H2ORear (mol/mol),64 H2OFront (mol/mol)
1010,0.001831,0.079167,0.016917,0.057464,0.001447,0.004998,0.072663,0.020722,0.050502,0.001714,42.77,87.35,23.15,757.09,1079.87,252.69,771.09,229.9,1028.34,10,413.24,705.37,90.85,10,994.35,957.93,959.88,1026.93,953.94,991.25,953.05,86.16,265.73,675.33,327.01,427.3,343.06,116.37,343.38,152.45,178.07,181.07,103.67,-6.487,-5.869,-5.781,-2.586,-0.394,0.943,0.961,0.994,1.024,262.44,266.08,2.074,105.256,0.201134,0.005234,0.000019,NaN,NaN,0.192167,0.186769
1015,0.001836,0.079393,0.016667,0.055086,0.001446,0.005073,0.073099,0.020308,0.04824,0.001713,43.3,87.33,23.206,758.19,1083.04,255.33,771.59,229.38,1033.56,10,412.28,695.76,91.04,10,987.63,957.59,957.65,1027.18,968.95,992.04,945.03,85.89,266.51,679.82,329.7,428.47,337.95,115.47,343.76,150.51,180.38,177.42,104.41,-6.36,-5.755,-5.464,-2.615,-0.099,0.938,0.975,0.981,1.108,261.94,266.09,2.063,105.295,0.201102,0.005256,0.000019,NaN,NaN,0.19212,0.186812
1020,0.001841,0.079516,0.016565,0.056827,0.001447,0.006067,0.073423,0.019881,0.046068,0.001712,43.14,87.52,23.185,759.17,1082.81,259.14,772.25,237.14,1036.13,10,413.97,689.34,90.27,10,994.2,952.12,964.65,1018.45,946.93,996.9,957.35,86.29,268.58,688.8,331.41,434.68,322.83,113.15,335.61,161.44,175.24,175.23,110.83,-6.327,-5.711,-5.423,-2.658,-0.225,0.954,1.036,0.994,1.207,262.12,265.98,2.064,105.426,0.201099,0.005265,0.000018,NaN,NaN,0.192162,0.186609
1025,0.001854,0.079429,0.01669,0.059076,0.001448,0.007658,0.073473,0.019468,0.0526,0.001717,42.02,86.36,23.131,758.75,1081.55,255.84,772.96,232.24,1030.96,10,419.95,685.37,89.53,10,1003.16,954.32,969.9,1003.03,921.89,992.07,950.23,87.13,269.14,664.24,331.28,433.01,322.26,111.83,343.54,176.88,169.79,184.47,117.27,-6.351,-5.761,-5.585,-2.571,-0.303,0.939,0.992,1.029,1.241,261.97,265.97,2.07,105.766,0.20113,0.005256,0.000016,NaN,NaN,0.192239,0.185881
1030,0.001867,0.079236,0.016914,0.061245,0.001448,0.008322,0.073646,0.01874,0.056545,0.001722,42.17,85.84,23.15,757.33,1084.61,250.93,773.72,223.54,1037.24,10,414.46,680.54,89.41,10,1007.56,959.24,977.92,1003.29,941.31,962.25,899.69,87.41,268.46,662.25,332.32,430.68,323.04,112.17,347.49,176.21,171.86,185.88,113.92,-6.36,-5.809,-5.368,-2.565,-0.316,0.928,0.946,1.015,1.121,260.91,265.97,2.094,105.537,0.201257,0.005198,0.000016,NaN,NaN,0.192299,0.18477
1035,0.001879,0.079234,0.016949,0.059278,0.001447,0.00769,0.073922,0.018074,0.05999,0.001726,42.94,87.77,23.184,756.73,1088.11,251.16,774.99,219,1044.33,10,410.09,678.39,89.52,10,1006.35,953.03,978.72,1006,945.72,968.78,924.34,87.37,271.37,675.85,329.84,426.15,336.47,113.9,350.51,181.75,180.5,183.04,111.33,-6.438,-5.796,-5.466,-2.579,-0.588,0.996,0.978,1.003,1.109,266.45,265.99,2.13,105.483,0.201229,0.005184,0.000017,NaN,NaN,0.192368,0.183993
1040,0.001889,0.079368,0.016836,0.05864,NaN,0.006921,0.07385,0.018127,0.058301,NaN,42.5,87.08,23.234,756.67,1083.23,248.45,776.21,221.11,1050.58,10,402.71,678.92,90.02,10,1013.05,961.46,981.1,1004.85,943.54,971.73,925.29,87.66,270.87,687.35,328.54,425.63,348.68,118.16,357.53,179.44,181.97,184.05,111.63,-6.433,-5.868,-5.664,-2.613,-0.528,1.051,1.027,0.983,1.202,270.32,266.02,2.14,105.86,0.201151,0.005208,0.000017,NaN,NaN,0.192408,0.183955
1045,0.001892,0.079576,0.01664,0.061961,NaN,0.006798,0.073565,0.018651,0.056737,NaN,42.72,86.22,23.224,756.6,1079.94,244.84,777.08,224.43,1060.94,10,395.19,678.01,90.51,10,1006.64,964.72,978.98,1002.81,952.96,959.33,904,88.16,263.25,695.08,333.25,430.66,363.1,121.63,352.47,158.16,179.46,182.52,109.17,-6.424,-5.98,-5.468,-2.616,-0.391,1.018,1.04,0.994,1.23,267.64,265.99,2.108,106.223,0.20111,0.005229,0.000017,NaN,NaN,0.192433,0.184431
1050,0.001891,0.079847,0.016347,0.060398,NaN,0.006354,0.073394,0.018968,0.056518,NaN,43.25,87.65,23.167,756.93,1083.51,243.36,778.02,231.3,1058.84,10,401.88,677.3,88.74,10,1004.92,971.08,985.63,1004.07,956.06,958.32,905.94,88.24,261.54,679.02,333.4,431.93,364.83,118.74,348.74,146.94,174.49,174.05,106.67,-6.486,-6.029,-5.589,-2.575,-0.543,0.955,0.961,0.994,1.207,265.61,265.99,2.069,106.654,0.201017,0.005273,0.000017,NaN,NaN,0.192388,0.184724
1055,0.001885,0.079936,0.016135,0.071561,NaN,0.005152,0.073156,0.019295,0.054188,NaN,43.03,87.71,23.176,757.82,1061.97,242.78,778.45,245.97,1044.81,10,407.78,679.12,88.96,10,991.29,973.66,987.42,1024.09,969.19,975.38,931.13,88,262.38,667.63,329.27,427.04,340.34,116.23,346.77,142.34,166.38,164.53,101.23,-6.43,-5.894,-5.909,-2.559,-0.617,0.956,0.941,0.933,1.231,263.64,265.97,2.035,106.819,0.200939,0.005316,0.000018,NaN,NaN,0.192142,0.184902
1060,0.001882,0.079759,0.016149,0.073524,NaN,0.004073,0.072812,0.019953,0.049507,NaN,43.03,87.31,23.212,760.68,1049,239.77,778.44,255.09,1023.58,10,406.2,678.21,91.34,10,986.42,958.79,970.23,1040.05,974.44,974.21,927.36,87.7,259.9,651.55,325.41,417.96,331.54,118,348.41,135.68,160.17,160.87,97.96,-6.375,-5.849,-5.942,-2.527,-0.605,0.995,0.958,0.888,1.252,260.83,266.04,2.014,107.091,0.200938,0.005336,0.000018,NaN,NaN,0.191816,0.185531
1065,0.001885,0.079471,0.016339,0.067354,NaN,0.003675,0.07262,0.020503,0.043597,NaN,42.65,87.13,23.233,764.71,1051.54,241.16,777.87,255.78,1013.81,10,407,673.73,93.05,10,988.51,955.11,966.08,1034.12,957.57,962.8,911.7,87.33,261.71,637.64,320.65,410,334.41,120.18,348.43,132.33,158.32,163.82,96.86,-6.368,-5.865,-5.916,-2.546,-0.543,0.983,0.951,0.894,1.285,258.76,266.15,2.023,107.136,0.201038,0.00531,0.000017,NaN,NaN,0.19162,0.186246
1070,0.001892,0.079265,0.016509,0.057557,NaN,0.004093,0.072488,0.02076,0.039355,NaN,42.56,87.83,23.237,765.78,1063.05,243.53,776.73,255.76,998.76,10,406.2,670.68,92.84,10,992.3,965.56,972.87,1031.39,949.49,976.32,944.5,87.11,268.91,647.17,314.23,401.42,338.35,119.73,351.43,132.47,158,165.64,95.18,-6.479,-5.899,-6.01,-2.558,-0.698,0.949,0.951,0.939,1.3,258.58,266.13,2.029,107.171,0.201069,0.005294,0.000017,NaN,NaN,0.191548,0.186495
1075,0.001902,0.07912,0.016633,0.061823,NaN,0.004339,0.072209,0.02092,0.037785,NaN,42.98,87.28,23.231,765.63,1062.21,241.84,776.18,259.74,994.68,10,406.8,669,92.14,10,989.5,969.54,979.74,1045.61,972.93,981.43,954.24,87.65,268.23,675.1,311.36,404.44,335.62,117.28,353.55,132.46,156.69,161.8,93.63,-6.452,-5.887,-5.882,-2.586,-0.46,1.008,0.963,0.955,1.285,256.83,266.04,2.021,107.11,0.201095,0.005275,0.000017,NaN,NaN,0.191506,0.186259
1080,0.001859,0.07892,0.016833,0.06975,NaN,0.003643,0.071807,0.021262,0.037993,NaN,43.93,88.33,23.209,767.65,1049.87,242.6,776.04,264.28,1000.48,10,406.17,666.99,92.71,10,994.49,975.83,967.27,1061.38,995.3,965.6,923.83,87.53,264.17,706.08,319.43,432.4,319.24,114.96,341.16,138.3,160.19,161.36,96.35,-6.458,-5.927,-5.682,-2.693,0.131,0.981,0.973,0.958,1.22,257.39,266.02,2.019,106.86,0.201072,0.005262,0.00002,NaN,NaN,0.191505,0.186137
1085,0.001659,0.078647,0.017177,0.070134,NaN,0.002932,0.071546,0.021847,0.045305,NaN,45.13,89.72,23.207,771.31,1040.81,245.46,776.16,265.51,1005.2,10,404.87,665.92,93.9,10,998.33,969.61,964.22,1060.85,992.27,984.08,951.24,88.06,265.31,724.74,328.23,451.14,306.59,114.18,329.05,150.84,169.78,165.44,100.35,-6.473,-5.952,-5.761,-2.723,0.051,0.951,0.983,0.994,1.188,259.15,266.04,2.031,106.12,0.201069,0.005234,0.000023,NaN,NaN,0.191648,0.186786
1090,0.001358,0.078277,0.017621,0.061789,NaN,0.003399,0.071744,0.022149,0.051905,NaN,44.73,90.86,23.193,773.44,1052.73,249.86,776.8,262.33,1011.53,10,407.76,663.82,94.78,10,995.78,958.42,964.06,1049.09,965.04,1002.95,966.38,89.51,268.99,723.1,338.36,453.59,323.74,116.88,340.77,161.77,182.82,173.51,105.31,-6.46,-5.967,-5.838,-2.701,-0.51,1.032,0.999,0.976,1.224,261.74,266.05,2.06,105.79,0.201108,0.005199,0.000023,NaN,NaN,0.191796,0.187786
1095,0.00119,0.078071,0.017868,0.060804,NaN,0.004418,0.072404,0.021531,0.06306,NaN,43.73,88.9,23.158,772.48,1064.24,248.94,777.58,255.96,1024.19,10,409.35,659.53,96.51,10,1000.41,959.48,964.53,1026.44,936.79,993,941.45,90.5,268.29,701.55,346.78,451.2,359.26,120.68,355.58,170.4,184.05,178.51,112.23,-6.472,-6.024,-5.652,-2.647,-0.59,1.055,1.038,0.95,1.199,264.15,265.95,2.1,105.738,0.201192,0.005152,0.00002,NaN,NaN,0.191877,0.187869
1100,0.001168,0.078352,0.017626,0.061916,NaN,0.005358,0.073171,0.020554,0.066945,NaN,43.52,87.68,23.151,770.25,1066.06,246.59,777.83,242.8,1015.29,10,411.32,656.93,96.86,10,1004.14,957,972.04,1015.6,942.18,982.79,925.38,90.81,265.9,700.84,340.36,432.43,366.11,120.91,351.44,166.48,174.65,182.03,111.62,-6.43,-5.953,-5.415,-2.632,-0.314,1.049,1.035,0.955,1.3,268.31,266.01,2.122,106.129,0.201152,0.005162,0.000018,NaN,NaN,0.191954,0.18745
1105,0.001192,0.079047,0.017007,0.063462,NaN,0.006535,0.073814,0.019668,0.060099,NaN,44.01,87.84,23.146,768.68,1067.75,245.44,778.26,233.97,999.35,10,407.52,658.84,97.48,10,1010.02,960.79,975.64,1007.89,949.14,968.85,917.69,90.77,260.59,708.95,334.46,423.21,360.28,121.64,345.72,154.71,171.54,182.16,106.86,-6.351,-5.864,-5.456,-2.624,-0.417,1.021,0.999,0.944,1.229,272.91,266.11,2.126,106.781,0.201025,0.005233,0.000018,NaN,NaN,0.192109,0.186964
1110,0.001229,0.079629,0.016514,0.065847,NaN,0.007362,0.074145,0.018874,0.053325,NaN,44.32,88.89,23.142,767.74,1071.96,248.79,780.07,238.35,1011.75,10,415.06,659.94,97.83,10,1010.78,958.45,969.89,999.27,939.15,967.95,922,90.19,261.23,682.57,330.73,420.27,352.41,119.61,346.17,145.75,168.83,176.9,106.28,-6.439,-5.86,-5.726,-2.629,-0.444,0.967,0.996,0.952,1.141,275.19,266.28,2.122,107.393,0.200935,0.005298,0.000017,NaN,NaN,0.192285,0.186038
1115,0.001264,0.07966,0.016503,0.063687,NaN,0.007244,0.073932,0.018628,0.045458,NaN,44.19,88.61,23.148,767.11,1070.32,252.51,781.78,234.43,1021.69,10,414.8,658.9,97.34,10,1003.78,959.37,970.41,1009,947.22,974.64,929.44,89.43,259.53,655.81,326.01,413.99,344.6,119.22,342.52,141.31,167.94,180.39,103.83,-6.458,-5.848,-5.731,-2.631,-0.398,1.012,1.019,0.952,1.274,270.75,266.2,2.102,107.651,0.200988,0.005297,0.000017,NaN,NaN,0.192327,0.185121
1120,0.001284,0.079294,0.016816,0.068077,NaN,0.006201,0.073327,0.01901,0.043435,NaN,44.38,89.12,23.126,766.49,1068.3,252.81,782.15,231.67,1007.13,10,412.87,657.3,98.03,10,1006.59,965.41,971.63,1013.64,944.89,973.73,924.25,88.73,257.7,670.96,326.9,421.34,346.4,120.58,343.52,141.37,166.82,178.48,99.4,-6.465,-5.89,-5.752,-2.646,-0.462,0.996,1.008,0.932,1.264,265.06,266,2.087,107.492,0.201101,0.005255,0.000016,NaN,NaN,0.192219,0.184675
1125,0.001295,0.079085,0.016958,0.084526,NaN,0.005129,0.072358,0.020084,0.046128,NaN,44.29,88.65,23.129,765.56,1059.75,251.35,782,240.18,988.07,10,412.89,656.79,99.32,10,1009.52,958.79,968.39,1021.31,957.05,982.38,935.06,88.8,252.57,666.37,320.71,411.93,347.14,120.11,347.31,144.29,163.28,168.88,97.17,-6.514,-5.914,-6.023,-2.615,-0.48,0.982,0.98,0.951,1.266,263.02,266.03,2.08,107.282,0.201139,0.005228,0.000016,NaN,NaN,0.192086,0.184885
1130,0.001376,0.079235,0.016789,0.097835,NaN,0.004686,0.071076,0.021547,0.05292,NaN,44.76,88.58,23.154,765.52,1051.95,247.79,781.96,243.22,974.22,10,418.03,656.48,100.59,10,1010.46,969.07,972.79,1039.84,992.05,993.42,948.84,88.74,244.98,677.2,314.23,406.07,339.87,119.01,347.28,145.94,166,166.67,97.28,-6.532,-5.968,-6.039,-2.668,-0.438,0.985,0.995,0.964,1.198,264.52,266.07,2.084,107.264,0.201109,0.005233,0.000017,NaN,NaN,0.192049,0.185245
1135,0.0015,0.079494,0.016562,0.097239,NaN,0.004578,0.070158,0.022591,0.064194,NaN,44.9,89.14,23.168,766.73,1055.34,249.34,782.02,243.33,963.2,10,419.81,656.64,98.91,10,1012.47,969.14,973.12,1038.54,994.11,978.55,922.26,88.86,248.93,675.81,316.82,416.81,339.44,119.02,348.97,149.2,176.95,169.49,100.14,-6.488,-5.911,-5.812,-2.66,-0.605,1.026,1.008,0.968,1.207,264.27,265.98,2.112,106.868,0.201222,0.005189,0.000018,NaN,NaN,0.192112,0.185497
1140,0.001555,0.079717,0.016385,0.117641,NaN,0.004841,0.070082,0.022848,0.091691,NaN,44.13,88.44,23.194,767.71,1062.39,252.23,782.15,235.44,954.65,10,420.52,654.29,98.18,10,1005.97,957.98,973.32,1032,977.08,972.84,922.3,90.09,256.04,673.91,320.48,416.86,358.65,122.63,356.35,160.79,184.34,173.92,105.48,-6.359,-5.864,-5.666,-2.583,-0.666,1.046,1.043,0.954,1.257,265.38,265.96,2.143,106.712,0.201311,0.005141,0.000017,NaN,NaN,0.192205,0.185859
1145,0.001592,0.079806,0.016313,0.131298,NaN,0.005951,0.070934,0.02191,0.113542,NaN,43.97,87.76,23.205,767.97,1076.32,245.3,782.2,220.29,949.39,10,418.16,649.52,98.28,10,1005.88,961.68,983.42,1018.17,958.83,958.66,908.61,90.92,255.85,673.53,320.29,408.73,378.73,125.36,353.7,169.54,184.51,178.66,106.56,-6.382,-5.978,-5.347,-2.568,-0.238,1.022,1.055,0.974,1.262,274.87,266.16,2.168,107.39,0.201126,0.005198,0.000017,NaN,NaN,0.192239,0.185687
1150,0.001626,0.079845,0.016274,0.123821,NaN,0.006919,0.07202,0.020508,0.11169,NaN,44.46,87.54,23.203,767.83,1084.02,239.27,782.49,225.19,947.82,10,412.08,648.2,98.46,10,1014.25,962.94,986.94,1003.24,961.36,951.87,905.53,90.2,257.09,655.91,317.65,404.67,369.52,124.65,349.74,160.06,178.11,175.56,103.02,-6.406,-5.992,-5.364,-2.575,-0.373,0.986,1.007,0.95,1.278,287.41,268.79,2.186,108.534,0.200823,0.005331,0.000017,NaN,NaN,0.19224,0.185057
1155,0.001652,0.079694,0.016398,0.117134,NaN,0.006931,0.072628,0.019731,0.119099,NaN,44.99,88.39,23.217,767.93,1080.77,240.28,783.19,231.6,947.58,10,413.99,648.49,98.94,10,1016.9,952.39,980.53,1007.57,976.17,961.24,920.27,89.63,263.67,673.68,324.24,422.25,366.17,125.18,355.07,147.33,174.13,172.04,102.49,-6.403,-5.911,-5.564,-2.589,-0.636,1.014,0.984,0.906,1.294,295.97,282.46,2.178,109.729,0.200535,0.005474,0.000015,NaN,NaN,0.192184,0.184718
1160,0.001664,0.07898,0.017009,0.10617,NaN,0.006021,0.072673,0.019553,0.125452,NaN,45.59,90.47,23.241,768.73,1071.79,246.21,783.98,236.05,947.86,10,418.4,648.63,99.85,10,1013.6,938.52,980.22,1024.9,995.53,992.71,958.47,89.39,272.17,686.2,327.06,433.64,363,126.25,361.49,141.84,170.76,175.64,102.58,-6.505,-5.916,-5.856,-2.65,-0.844,1.005,0.982,0.914,1.279,308.34,301.86,2.155,111.954,0.20007,0.005692,0.000014,NaN,NaN,0.191977,0.184452
1165,0.001667,0.077676,0.018157,0.099955,NaN,0.004068,0.071792,0.020457,0.130885,NaN,46.02,91.06,23.261,769.23,1063.12,252.95,784.7,247.28,947.65,10,417.82,648.97,100.09,10,996.55,937.63,973.07,1044.13,1013,1018.15,981.77,89.77,279.77,696.67,333.94,448.06,353.45,126.4,365.35,141.52,167.86,177.28,102.16,-6.519,-5.924,-6.008,-2.665,-0.798,0.958,0.985,0.938,1.266,330.81,324.09,2.145,115.265,0.199341,0.006035,0.000013,NaN,NaN,0.191667,0.184499
1170,0.001669,0.07627,0.019182,0.117313,NaN,0.002165,0.069173,0.023169,0.137555,NaN,46.11,90.67,23.283,769,1033.84,254.65,785.24,256.01,945.36,10,411.49,647.63,99.93,10,968.93,934.99,959.93,1059.15,1019.51,1036.98,987.95,89.97,277.79,724.53,338.02,450.98,342.37,124.34,361.02,142.05,164.93,173.7,101,-6.489,-5.983,-5.997,-2.728,-0.709,0.962,0.981,0.964,1.275,360.23,350.19,2.131,120.299,0.198373,0.006515,0.000012,NaN,NaN,0.190905,0.184684
1175,0.00167,0.074794,0.020173,0.125655,NaN,0.000977,0.066402,0.026094,0.135984,NaN,46.07,90.55,23.309,769.04,1012.79,256.24,785.77,262.65,940.44,10,411.36,646.02,101.32,10,959.26,928.27,946.39,1064.84,1024.88,1048.41,994.55,90.03,275.96,729.53,337.18,443.54,340.92,125.03,359.08,140.91,165.23,175.01,100.95,-6.501,-5.987,-5.941,-2.745,-0.747,0.999,0.956,0.916,1.294,379.49,374.18,2.113,125.294,0.197666,0.006939,0.000011,NaN,NaN,0.189933,0.184993
1180,0.001672,0.073105,0.021414,0.123104,NaN,0.000447,0.06494,0.027608,0.120812,NaN,46.24,90.76,23.338,769.87,1018.61,256.42,786.29,267.42,935.31,10,418.25,643.03,101.66,10,961.3,920.75,940.12,1064.09,1032.28,1063.44,1024.22,89.84,279.81,728.79,337.26,445.21,347.85,125.19,365.54,139.97,167.45,174.77,101.11,-6.518,-5.968,-5.992,-2.704,-0.85,0.951,0.95,0.929,1.301,397.7,395.26,2.105,130.291,0.197036,0.007309,0.00001,NaN,NaN,0.189039,0.185095
1185,0.001674,0.071649,0.022375,0.121238,NaN,0.000317,0.063936,0.028362,0.105922,NaN,46.7,91.72,23.364,772.73,1006.68,257,786.77,271.18,931.65,10,422.78,640.8,98.94,10,952.29,916.36,934.27,1063.58,1031.82,1070.01,1040.46,90.13,281.59,760.18,344.52,458.69,345.51,123.04,367.58,140.06,166.6,172.61,100.66,-6.57,-6.032,-6.123,-2.744,-0.706,0.954,0.968,0.954,1.313,412.84,403.88,2.092,135.319,0.196473,0.007646,0.000009,NaN,NaN,0.188046,0.184596
1190,0.001669,0.070808,0.02289,0.111557,NaN,0.000306,0.062954,0.029004,0.095107,NaN,46.81,91.72,23.384,778.81,990.79,256.33,787.39,276.93,928.21,10,424.26,639.92,99.43,10,948.05,909.8,929.84,1060.25,1029.18,1061.61,1020.09,90.91,282.03,774,350.84,468.49,340.48,122.04,363.81,140.7,164.53,169.1,100.52,-6.506,-5.981,-6.003,-2.77,-0.382,0.948,0.969,0.952,1.291,417.05,401.72,2.065,139.65,0.196147,0.007878,0.000009,NaN,NaN,0.187396,0.183916
1195,0.001656,0.070758,0.022884,0.107422,NaN,0.000179,0.061732,0.029951,0.098146,NaN,47.1,91.4,23.396,785.78,982.37,256.11,788.13,280.45,924.01,10,416.67,639.21,100.97,10,947.68,910.39,935.08,1058.17,1034.5,1059.67,1011.42,91.14,278.67,776.6,350.13,470.05,336.8,120.2,356.53,144.93,164.88,163.12,100.94,-6.516,-5.953,-5.957,-2.783,-0.349,0.937,0.961,0.964,1.273,414.49,400.22,2.029,143.046,0.195987,0.008013,0.000009,NaN,NaN,0.187285,0.183364
1200,0.001638,0.071193,0.022557,NaN,NaN,0.000104,0.060501,0.03111,0.093471,NaN,47.58,92.04,23.402,792.62,980.74,258.19,788.8,280.11,919.18,10,414.61,640.32,101.96,10,941.7,912.5,939.2,1051.92,1034.25,1076.86,1036.5,91.94,279.45,801.19,355.34,479.33,329.67,119,361.29,148.3,166.75,164.67,101.95,-6.529,-5.975,-6.031,-2.82,-0.639,0.987,0.958,0.964,1.28,407.24,398.78,1.987,145.418,0.195933,0.008074,0.00001,NaN,NaN,0.1875,0.18322
1205,0.001617,0.071341,0.02252,NaN,NaN,0.000442,0.059694,0.031868,0.084958,NaN,47.5,92.32,23.395,797.57,988.24,259.76,789.4,276.18,914.86,10,424.23,641.6,102.24,10,939.43,907.64,934.94,1058.07,1034.33,1086.49,1039.21,92.47,280.91,790,359.55,476.89,330.15,119.75,372.61,146.68,167.29,171.67,101.78,-6.545,-5.966,-5.997,-2.834,-0.85,1.014,0.957,0.926,1.311,399.15,398,1.956,147.208,0.195984,0.008084,0.00001,NaN,NaN,0.187722,0.183125
1210,0.001599,0.071107,0.022815,NaN,NaN,0.001091,0.059588,0.031974,0.091931,NaN,47.37,91.7,23.393,798.63,1001.8,263.18,789.98,270.85,912.73,10,420.29,641.37,102.59,10,947.01,904.81,932.11,1074.93,1031.37,1081.38,1025.99,91.93,274.26,789.83,357.15,467.5,333.99,119.81,364.77,146.39,169.14,178.62,101.53,-6.507,-5.914,-5.782,-2.855,-0.85,1.009,0.976,0.925,1.316,386.32,398.05,1.948,147.596,0.196352,0.007948,0.000011,NaN,NaN,0.187846,0.183125
1215,0.001588,0.071013,0.02297,NaN,NaN,0.001549,0.060086,0.03166,0.08558,NaN,47.27,91.87,23.385,797.37,1009.72,265.97,790.46,260.87,913.29,10,417.01,642.52,102.76,10,953.78,901.49,922.58,1081.94,1044.08,1093.77,1045.87,91.71,273.59,780.03,355.15,467.76,338.85,118.94,364.83,149.1,175.28,187.43,105.04,-6.423,-5.832,-5.681,-2.807,-0.825,0.962,0.976,0.979,1.291,387.27,397.88,1.951,148.386,0.196351,0.007898,0.000011,NaN,NaN,0.187967,0.183492
1220,0.001583,0.071318,0.022783,NaN,NaN,0.001661,0.060955,0.031139,0.081935,NaN,47.25,91.46,23.35,794.03,1020.56,264,790.88,252.33,915.17,10,422.67,644.2,102.16,10,968.69,901.79,920.22,1072.08,1036.23,1103.39,1052.98,91.98,274.25,757.82,353.43,459.13,347.26,118.28,366.42,148.72,184.36,190,108.69,-6.446,-5.843,-5.574,-2.722,-0.796,0.965,0.988,0.991,1.297,401.01,397.98,1.969,150.175,0.196024,0.00801,0.000011,NaN,NaN,0.188202,0.184188
1225,0.001589,0.072027,0.022294,NaN,NaN,0.001671,0.061903,0.030502,0.093329,NaN,47.45,90.67,23.337,790.62,1028.77,265.3,791.32,252.72,917.01,10,415.42,642.66,102.33,10,972.51,908.64,928.04,1055.53,1020.5,1096.68,1037.89,91.92,269.32,735.04,347.01,443.19,345.94,118,356.5,146.02,187.27,184.56,108.51,-6.439,-5.916,-5.53,-2.705,-0.794,0.991,1.026,0.963,1.245,404.91,398.06,1.984,151.397,0.195986,0.008059,0.000011,NaN,NaN,0.188642,0.18481
1230,0.0016,0.072908,0.021671,NaN,NaN,0.001541,0.062802,0.029864,0.101569,NaN,47.53,91.28,23.323,788.83,1031.37,266.97,791.93,247.08,918.38,10,411.8,642.5,103.36,10,969.96,911.12,930.16,1053.49,1022.88,1085.04,1023.9,92.32,270.49,775.65,349.21,453.97,341.77,119.82,357.78,146.96,190.61,188.47,109.52,-6.452,-5.964,-5.622,-2.733,-0.784,0.976,1.006,0.962,1.216,394.06,397.92,1.975,151.453,0.196279,0.00796,0.000011,NaN,NaN,0.189158,0.185332
1235,0.001613,0.073776,0.021076,NaN,NaN,0.001419,0.063515,0.029395,0.086836,NaN,47.92,92.05,23.309,787.67,1037.33,264.37,792.74,249.68,920.45,10,424.53,643.7,103.64,10,972.39,902.33,920.66,1058.55,1031.08,1086.86,1033.46,93.04,276.07,820.79,356.43,471.12,351.87,120.14,363.67,151.75,185.88,185.5,113.35,-6.495,-5.906,-5.726,-2.818,-0.82,0.918,0.96,0.99,1.175,396.35,397.8,1.978,151.909,0.196229,0.007946,0.000011,NaN,NaN,0.189704,0.185819
1240,0.001633,0.074642,0.020483,NaN,NaN,0.00152,0.063824,0.029209,0.097995,NaN,48.27,92.6,23.295,786.24,1042.56,263.74,793.58,254.59,922.08,10,434.15,643.97,104.72,10,971.42,897.32,903.61,1076.97,1036.89,1092.82,1047.78,93.27,277.32,781.76,356.84,473.92,348.94,119.58,358.72,161.07,182.89,185.01,115.79,-6.54,-5.848,-5.762,-2.835,-0.637,0.96,1.008,0.995,1.193,406.18,397.79,1.985,153.275,0.195957,0.008057,0.000011,NaN,NaN,0.19025,0.186066
1245,0.001659,0.075072,0.020171,NaN,NaN,0.00159,0.064008,0.029094,0.115883,NaN,47.95,92.76,23.251,785.33,1043.84,265.48,794.41,242.9,922.18,10,428.09,643.95,105.29,10,975.66,899.88,910.39,1078.87,1028.09,1096.87,1051.46,93.44,275.11,762.1,360.96,477.25,344.23,119.05,352.14,164.46,190.67,194.17,115.34,-6.537,-5.895,-5.785,-2.824,-0.574,0.971,1.032,1.007,1.179,401.19,397.91,1.986,153.466,0.196118,0.008032,0.000011,NaN,NaN,0.190485,0.186202
