s,kW
Time,HRR
   0.0,   0.0
   5.0,  10.2
  10.0,  45.2
  15.0,  75.2
  20.0,  86.6
  25.0,  88.8
  30.0,  91.6
  35.0,  92.4
  40.0,  96.2
  45.0,  94.0
  50.0,  93.8
  55.0,  96.0
  60.0,  96.8
  65.0,  94.8
  70.0,  96.6
  75.0,  95.2
  80.0,  92.8
  85.0,  98.2
  90.0, 100.4
  95.0,  96.2
 100.0,  97.0
 105.0,  98.0
 110.0,  98.0
 115.0,  98.2
 120.0,  96.2
 125.0,  93.8
 130.0,  95.4
 135.0,  97.0
 140.0,  97.4
 145.0,  96.4
 150.0,  94.4
 155.0,  98.8
 160.0,  98.4
 165.0,  98.8
 170.0,  98.4
 175.0,  97.8
 180.0,  96.0
 185.0,  96.0
 190.0,  97.8
 195.0,  95.2
 200.0,  92.4
 205.0,  91.6
 210.0,  93.0
 215.0,  98.0
 220.0,  95.8
 225.0,  97.8
 230.0,  94.6
 235.0,  94.4
 240.0,  90.2
 245.0,  89.8
 250.0,  87.8
 255.0,  85.4
 260.0,  89.2
 265.0,  85.8
 270.0,  86.4
 275.0,  86.0
 280.0,  86.0
 285.0,  87.0
 290.0,  86.0
 295.0,  86.0
 300.0,  85.8
 305.0,  86.0
 310.0,  85.6
 315.0,  86.0
 320.0,  85.8
 325.0,  86.8
 330.0,  86.0
 335.0,  84.4
 340.0,  83.8
 345.0,  83.4
 350.0,  82.6
 355.0,  79.4
 360.0,  74.2
 365.0,  68.4
 370.0,  68.6
 375.0,  60.4
 380.0,  52.6
 385.0,  47.8
 390.0,  40.8
 395.0,  35.2
 400.0,  31.6
 405.0,  27.6
 410.0,  23.6
 415.0,  20.2
 420.0,  18.2
 425.0,  15.8
 430.0,  13.2
 435.0,  11.8
 440.0,  10.8
 445.0,   9.2
 450.0,   7.2
 455.0,   6.6
 460.0,   5.8
 465.0,   5.0
 470.0,   5.0
 475.0,   4.4
 480.0,   4.0
 485.0,   3.4
 490.0,   3.0
 495.0,   3.2
 500.0,   3.0
 505.0,   2.6
 510.0,   3.0
 515.0,   3.0
 520.0,   2.2
 525.0,   2.4
 530.0,   2.0
 535.0,   2.0
 540.0,   2.0
 545.0,   1.0
 550.0,   1.0
 555.0,   1.0
 560.0,   1.0
 565.0,   0.8
 570.0,   0.2
 575.0,   0.6
 580.0,   1.0
