s,kW
Time,HRR
   0.0,   1.0
   5.0,  12.0
  10.0,  33.4
  15.0,  49.0
  20.0,  54.4
  25.0,  53.4
  30.0,  53.8
  35.0,  60.2
  40.0,  63.4
  45.0,  65.8
  50.0,  70.6
  55.0,  69.8
  60.0,  75.4
  65.0,  77.6
  70.0,  80.6
  75.0,  81.6
  80.0,  86.6
  85.0,  86.2
  90.0,  86.8
  95.0,  92.0
 100.0,  93.8
 105.0,  90.6
 110.0,  92.4
 115.0,  87.2
 120.0,  90.6
 125.0,  89.0
 130.0,  91.0
 135.0,  93.2
 140.0,  91.2
 145.0,  89.0
 150.0,  93.2
 155.0,  93.8
 160.0,  97.4
 165.0,  99.8
 170.0, 100.2
 175.0,  99.0
 180.0,  98.0
 185.0,  98.2
 190.0,  96.8
 195.0,  93.0
 200.0,  93.0
 205.0,  94.0
 210.0,  96.8
 215.0,  92.2
 220.0,  89.6
 225.0,  84.6
 230.0,  80.0
 235.0,  73.8
 240.0,  66.6
 245.0,  62.4
 250.0,  56.8
 255.0,  49.8
 260.0,  43.8
 265.0,  38.6
 270.0,  33.6
 275.0,  29.0
 280.0,  25.4
 285.0,  21.0
 290.0,  18.8
 295.0,  16.8
 300.0,  14.4
 305.0,  10.8
 310.0,   9.6
 315.0,   7.2
 320.0,   6.0
 325.0,   5.0
 330.0,   3.8
 335.0,   3.0
 340.0,   2.8
 345.0,   2.0
 350.0,   2.0
 355.0,   2.0
 360.0,   1.0
 365.0,   1.0
 370.0,   1.0
 375.0,   1.0
 380.0,   1.0
 385.0,   0.4
 390.0,   0.4
 395.0,   0.0
 400.0,   0.2
 405.0,   0.6
 410.0,   0.0
 415.0,   0.0
 420.0,   0.0
 425.0,   0.0
 430.0,   0.0
 435.0,   0.0
 440.0,   0.0
 445.0,   0.0
 450.0,   0.0
 455.0,   0.0
 460.0,   0.0
 465.0,   0.0
 470.0,   0.0
 475.0,   0.0
 480.0,   0.0
 485.0,   0.0
 490.0,   0.0
 495.0,   0.0
 500.0,   0.0
 505.0,   0.0
 510.0,   0.0
 515.0,   0.2
 520.0,   0.0
 525.0,   0.0
 530.0,   0.0
 535.0,   0.0
 540.0,   0.0
 545.0,   0.0
 550.0,   0.0
 555.0,   0.0
 560.0,   0.0
 565.0,   0.0
