s,kW
Time,HRR
   0.0,   0.0
   5.0,  10.6
  10.0,  38.2
  15.0,  63.8
  20.0,  86.2
  25.0,  95.4
  30.0, 104.2
  35.0, 113.2
  40.0, 127.8
  45.0, 146.0
  50.0, 164.4
  55.0, 173.6
  60.0, 191.0
  65.0, 206.6
  70.0, 221.6
  75.0, 243.8
  80.0, 265.8
  85.0, 271.4
  90.0, 287.6
  95.0, 299.0
 100.0, 306.4
 105.0, 306.6
 110.0, 315.6
 115.0, 330.4
 120.0, 339.8
 125.0, 344.6
 130.0, 332.2
 135.0, 316.4
 140.0, 298.2
 145.0, 259.8
 150.0, 222.8
 155.0, 199.0
 160.0, 175.2
 165.0, 148.2
 170.0, 126.6
 175.0, 111.6
 180.0,  96.0
 185.0,  87.2
 190.0,  79.2
 195.0,  73.6
 200.0,  65.0
 205.0,  61.0
 210.0,  55.8
 215.0,  49.6
 220.0,  45.8
 225.0,  43.0
 230.0,  40.4
 235.0,  37.0
 240.0,  35.0
 245.0,  32.0
 250.0,  30.0
 255.0,  27.8
 260.0,  25.6
 265.0,  23.8
 270.0,  22.4
 275.0,  21.0
 280.0,  21.2
 285.0,  18.8
 290.0,  18.0
 295.0,  16.8
 300.0,  16.0
 305.0,  15.0
 310.0,  13.6
 315.0,  13.0
 320.0,  12.4
 325.0,  12.4
 330.0,  11.2
 335.0,  10.8
 340.0,  10.2
 345.0,   9.6
 350.0,   9.6
 355.0,   9.0
 360.0,   8.8
 365.0,   9.0
 370.0,   8.2
 375.0,   7.8
 380.0,   7.2
 385.0,   7.2
 390.0,   7.0
 395.0,   6.6
 400.0,   6.0
 405.0,   5.2
 410.0,   5.4
 415.0,   5.4
 420.0,   5.0
 425.0,   4.8
 430.0,   5.0
 435.0,   4.6
 440.0,   4.2
 445.0,   4.2
 450.0,   4.2
 455.0,   4.0
 460.0,   4.0
 465.0,   3.4
 470.0,   3.0
 475.0,   3.0
 480.0,   3.4
 485.0,   4.0
 490.0,   4.0
 495.0,   4.0
