s,kW
Time,HRR
   0.0,   0.0
   5.0,   2.4
  10.0,  23.6
  15.0,  57.2
  20.0,  80.6
  25.0,  89.0
  30.0,  98.6
  35.0, 104.4
  40.0, 109.4
  45.0, 116.2
  50.0, 131.0
  55.0, 144.8
  60.0, 146.0
  65.0, 161.8
  70.0, 181.8
  75.0, 198.4
  80.0, 200.2
  85.0, 217.8
  90.0, 233.0
  95.0, 239.0
 100.0, 245.4
 105.0, 255.0
 110.0, 267.6
 115.0, 264.0
 120.0, 263.4
 125.0, 269.0
 130.0, 259.8
 135.0, 243.4
 140.0, 204.6
 145.0, 182.2
 150.0, 161.4
 155.0, 143.4
 160.0, 127.6
 165.0, 109.2
 170.0,  96.4
 175.0,  84.4
 180.0,  75.8
 185.0,  69.8
 190.0,  64.4
 195.0,  55.0
 200.0,  49.8
 205.0,  43.8
 210.0,  38.2
 215.0,  33.6
 220.0,  31.2
 225.0,  27.8
 230.0,  24.6
 235.0,  22.4
 240.0,  20.4
 245.0,  18.4
 250.0,  16.6
 255.0,  14.8
 260.0,  13.6
 265.0,  12.4
 270.0,  11.6
 275.0,  10.8
 280.0,  10.4
 285.0,   8.8
 290.0,   8.6
 295.0,   8.0
 300.0,   7.6
 305.0,   7.0
 310.0,   6.4
 315.0,   6.0
 320.0,   5.6
 325.0,   5.0
 330.0,   4.6
 335.0,   5.0
 340.0,   4.2
 345.0,   4.0
 350.0,   3.8
 355.0,   3.2
 360.0,   3.2
 365.0,   3.0
 370.0,   3.0
 375.0,   3.0
 380.0,   2.4
 385.0,   2.4
 390.0,   2.0
 395.0,   2.0
 400.0,   2.0
 405.0,   2.0
 410.0,   2.0
 415.0,   1.4
 420.0,   1.2
 425.0,   1.0
 430.0,   1.0
 435.0,   0.6
 440.0,   1.0
 445.0,   1.0
 450.0,   0.6
 455.0,   1.0
 460.0,   0.6
 465.0,   0.0
 470.0,   0.0
 475.0,   0.0
 480.0,   0.0
 485.0,   0.0
 490.0,   0.0
 495.0,   0.0
