Time, Height, T_lower, T_upper
0.000000, 0.979496, 15.600000, 63.074473
10.000000, 0.981503, 16.036500, 64.571706
20.000000, 0.839831, 20.504500, 69.137543
30.000000, 0.628802, 32.825000, 89.843638
40.000000, 0.473384, 55.627000, 134.972929
50.000000, 0.415153, 84.845000, 190.255889
60.000000, 0.393085, 114.231500, 235.747489
70.000000, 0.383192, 143.300000, 270.359838
80.000000, 0.376930, 169.635000, 298.315770
90.000000, 0.369338, 189.255000, 322.523476
100.000000, 0.362330, 206.365000, 344.567068
110.000000, 0.357507, 223.630000, 367.210886
120.000000, 0.354935, 243.800000, 391.036177
130.000000, 0.353865, 263.540000, 413.677754
140.000000, 0.356169, 282.395000, 432.228393
150.000000, 0.362348, 299.850000, 446.262436
160.000000, 0.368153, 313.970000, 457.774536
170.000000, 0.368421, 322.775000, 467.880505
180.000000, 0.364560, 327.655000, 476.839751
190.000000, 0.363698, 331.370000, 482.748121
200.000000, 0.366535, 334.920000, 484.955654
210.000000, 0.372112, 337.220000, 484.010430
220.000000, 0.376364, 337.390000, 482.078732
230.000000, 0.378038, 336.445000, 481.186278
240.000000, 0.375863, 336.095000, 482.651940
250.000000, 0.371656, 337.140000, 486.916374
260.000000, 0.367374, 339.635000, 492.745086
270.000000, 0.364062, 344.560000, 499.578334
280.000000, 0.361627, 351.200000, 506.156308
290.000000, 0.359737, 358.935000, 512.105468
300.000000, 0.358826, 363.970000, 516.814964
310.000000, 0.358639, 365.510000, 518.487269
320.000000, 0.364174, 355.590000, 502.424667
330.000000, 0.378859, 333.885000, 466.280796
340.000000, 0.411828, 303.315000, 416.237096
350.000000, 0.451333, 273.595000, 369.752611
360.000000, 0.488671, 247.680000, 331.442150
370.000000, 0.523320, 225.395000, 299.917693
380.000000, 0.559045, 206.200000, 274.947116
390.000000, 0.598472, 189.610000, 254.452072
400.000000, 0.640160, 175.265000, 236.897485
410.000000, 0.676993, 162.570000, 220.508203
420.000000, 0.708180, 151.350000, 206.324744
430.000000, 0.731807, 141.335000, 194.343384
440.000000, 0.750461, 132.590000, 183.962887
450.000000, 0.765701, 125.085000, 174.743718
460.000000, 0.780803, 118.615000, 166.564477
470.000000, 0.799042, 113.130000, 159.481653
480.000000, 0.817927, 108.165000, 153.109537
490.000000, 0.832839, 103.543500, 147.280139
500.000000, 0.846253, 99.290000, 141.755759
510.000000, 0.860196, 95.395000, 136.813429
520.000000, 0.879973, 91.850000, 132.653972
530.000000, 0.896628, 88.507000, 128.804133
540.000000, 0.905559, 85.363500, 124.911595
550.000000, 0.906072, 82.438000, 120.845110
560.000000, 0.898677, 79.668000, 116.815815
570.000000, 0.892264, 77.206500, 113.124735
580.000000, 0.889395, 75.006500, 109.784950
590.000000, 0.892167, 73.048500, 106.906939
600.000000, 0.895572, 71.170000, 104.403510
610.000000, 0.898867, 69.398000, 102.107881
620.000000, 0.903041, 67.735000, 100.017259
630.000000, 0.905897, 66.125000, 97.925528
640.000000, 0.904324, 64.528500, 95.848174
650.000000, 0.894887, 62.851500, 93.773238
660.000000, 0.882726, 61.228500, 91.746185
670.000000, 0.877200, 59.883500, 90.000055
680.000000, 0.879639, 58.810000, 88.318478
690.000000, 0.888686, 57.835000, 86.789366
700.000000, 0.899473, 56.882000, 85.332644
710.000000, 0.908571, 55.948500, 83.844648
720.000000, 0.913031, 54.983500, 82.323089
730.000000, 0.910638, 53.863500, 80.769078
740.000000, 0.904905, 52.687000, 79.326032
750.000000, 0.903519, 51.715000, 78.051857
760.000000, 0.903609, 50.897000, 76.857371
770.000000, 0.903191, 50.128500, 75.669149
780.000000, 0.900093, 49.302000, 74.483605
790.000000, 0.892867, 48.403500, 73.244413
800.000000, 0.885088, 47.538500, 72.079052
810.000000, 0.874518, 46.693000, 70.972939
820.000000, 0.871385, 46.023000, 69.922857
830.000000, 0.875959, 45.473000, 69.007552
840.000000, 0.885299, 45.008000, 68.156643
850.000000, 0.891641, 44.523500, 67.298774
860.000000, 0.891601, 44.026500, 66.474746
870.000000, 0.895185, 43.611500, 66.567740
880.000000, 0.906743, 43.268500, 68.456761
890.000000, 0.925999, 43.045000, 71.971624
900.000000, 0.945295, 42.913500, 75.924583
910.000000, 0.963335, 42.960000, 79.877208
920.000000, 0.905602, 44.530000, 84.823752
930.000000, 0.697410, 51.870000, 99.549081
940.000000, 0.524197, 74.591500, 138.751994
950.000000, 0.433225, 110.930000, 196.615081
960.000000, 0.395456, 155.915000, 260.453297
970.000000, 0.377899, 197.650000, 315.983640
980.000000, 0.371177, 235.480000, 362.384073
990.000000, 0.367216, 270.860000, 404.207008
1000.000000, 0.364268, 307.435000, 448.117452
1010.000000, 0.363333, 346.815000, 499.293476
1020.000000, 0.364533, 387.285000, 554.447026
1030.000000, 0.369534, 430.355000, 606.957198
1040.000000, 0.375125, 471.820000, 651.456983
1050.000000, 0.381090, 511.325000, 687.575880
1060.000000, 0.384196, 545.535000, 715.412358
1070.000000, 0.388283, 577.465000, 737.729577
1080.000000, 0.393833, 605.365000, 757.802805
1090.000000, 0.397209, 629.425000, 778.158688
1100.000000, 0.395284, 644.765000, 796.421846
1110.000000, 0.388283, 654.945000, 811.530584
1120.000000, 0.378614, 659.835000, 823.162372
1130.000000, 0.370806, 667.250000, 832.831444
1140.000000, 0.365116, 675.470000, 840.125741
1150.000000, 0.362891, 683.545000, 845.053819
1160.000000, 0.361434, 689.360000, 849.501404
1170.000000, 0.360385, 695.075000, 855.471059
1180.000000, 0.359200, 702.935000, 866.578442
1190.000000, 0.358143, 713.355000, 880.934293
1200.000000, 0.357509, 724.510000, 894.405427
1210.000000, 0.358715, 728.485000, 894.526076
1220.000000, 0.369982, 703.035000, 850.610382
1230.000000, 0.398414, 648.830000, 769.097954
1240.000000, 0.467063, 578.045000, 670.856707
1250.000000, 0.546754, 515.100000, 592.255117
1260.000000, 0.624054, 463.105000, 534.271209
1270.000000, 0.688056, 419.230000, 487.735153
1280.000000, 0.739032, 382.565000, 449.677459
1290.000000, 0.778390, 351.570000, 417.738664
1300.000000, 0.805933, 325.110000, 390.519645
1310.000000, 0.835716, 302.775000, 367.573720
1320.000000, 0.877990, 283.865000, 348.326164
1330.000000, 0.907681, 266.680000, 331.403325
1340.000000, 0.915142, 250.310000, 315.760979
1350.000000, 0.898369, 234.875000, 300.490502
1360.000000, 0.890581, 221.745000, 287.299620
1370.000000, 0.891595, 210.960000, 275.421017
1380.000000, 0.901887, 201.555000, 265.218141
1390.000000, 0.911933, 192.720000, 255.902411
1400.000000, 0.914462, 184.065000, 247.042269
1410.000000, 0.909916, 175.985000, 238.229097
1420.000000, 0.903263, 168.625000, 229.885261
1430.000000, 0.903131, 162.290000, 222.347078
1440.000000, 0.909298, 156.915000, 215.466624
1450.000000, 0.920055, 152.355000, 209.263266
1460.000000, 0.922870, 147.980000, 203.506878
1470.000000, 0.922504, 143.610000, 198.522114
1480.000000, 0.921855, 139.505000, 193.870518
1490.000000, 0.927458, 135.685000, 189.446631
1500.000000, 0.935197, 132.075000, 185.058570
1510.000000, 0.940002, 128.500000, 180.953833
1520.000000, 0.939242, 124.835000, 177.117048
1530.000000, 0.932313, 121.116500, 173.359855
1540.000000, 0.919906, 117.210000, 169.441951
1550.000000, 0.903831, 113.493500, 165.488315
1560.000000, 0.892753, 110.301500, 161.899548
1570.000000, 0.887908, 107.643500, 158.818219
1580.000000, 0.891435, 105.220000, 156.193636
1590.000000, 0.890823, 102.765000, 153.432013
1600.000000, 0.885041, 100.303500, 150.509962
1610.000000, 0.877016, 97.960000, 147.598571
1620.000000, 0.872571, 95.820000, 145.135825
1630.000000, 0.871247, 93.811500, 143.020847
1640.000000, 0.868586, 91.933500, 141.069851
1650.000000, 0.864236, 90.165000, 139.068840
1660.000000, 0.858550, 88.558500, 137.082162
1670.000000, 0.853952, 86.990000, 135.015552
1680.000000, 0.850207, 85.448500, 132.878068
1690.000000, 0.849004, 84.032000, 130.697169
1700.000000, 0.848232, 82.703500, 128.517002
1710.000000, 0.847256, 81.355000, 126.455414
1720.000000, 0.843832, 79.935000, 124.616021
1730.000000, 0.842106, 78.591500, 123.361690
1740.000000, 0.841882, 77.373000, 122.689217
1750.000000, 0.841320, 76.198000, 122.048033
1760.000000, 0.838282, 75.013000, 120.985704
1770.000000, 0.837518, 73.911500, 119.605588
1780.000000, 0.838167, 72.867000, 118.070046
1790.000000, 0.842268, 72.008500, 116.812190
1800.000000, 0.844242, 71.303500, 115.744187
1810.000000, 0.795767, 72.963500, 119.707227
1820.000000, 0.549303, 97.458500, 170.533405
1830.000000, 0.440650, 161.305000, 289.164456
1840.000000, 0.403351, 260.460000, 453.515746
1850.000000, 0.385059, 368.300000, 601.437482
1860.000000, 0.376059, 465.065000, 706.541013
1870.000000, 0.371850, 550.220000, 780.417225
1880.000000, 0.372311, 625.005000, 832.529446
1890.000000, 0.375817, 689.255000, 870.992751
1900.000000, 0.377304, 735.905000, 898.580178
1910.000000, 0.373904, 766.360000, 919.767627
1920.000000, 0.359415, 783.590000, 933.729543
1930.000000, 0.346264, 793.565000, 942.427321
1940.000000, 0.338066, 803.695000, 949.360263
1950.000000, 0.335570, 814.915000, 956.586124
1960.000000, 0.335208, 828.005000, 965.497364
1970.000000, 0.334165, 840.275000, 974.331336
1980.000000, 0.334373, 850.495000, 984.856374
1990.000000, 0.334438, 862.555000, 996.574316
2000.000000, 0.335046, 874.955000, 1009.626199
2010.000000, 0.335274, 886.630000, 1020.844920
2020.000000, 0.334862, 896.520000, 1029.595360
2030.000000, 0.334220, 904.790000, 1036.253673
2040.000000, 0.335722, 912.780000, 1043.167957
2050.000000, 0.336290, 921.415000, 1048.569916
