   Time , Height , T_lower , T_upper
    0.00,    0.40,    0.00,    0.00
    5.00,    0.13,    1.50,    7.40
   10.00,    0.10,    4.80,   37.24
   15.00,    0.07,   11.40,   78.61
   20.00,    0.06,   28.90,  132.52
   25.00,    0.05,   47.60,  184.52
   30.00,    0.05,   64.70,  225.78
   35.00,    0.05,   74.70,  252.51
   40.00,    0.05,   91.60,  271.15
   45.00,    0.05,  108.40,  287.72
   50.00,    0.05,  116.70,  299.73
   55.00,    0.05,  115.90,  304.80
   60.00,    0.05,  121.80,  308.18
   65.00,    0.05,  131.10,  313.48
   70.00,    0.05,  134.60,  318.73
   75.00,    0.05,  140.90,  325.81
   80.00,    0.05,  149.00,  334.66
   85.00,    0.05,  151.50,  342.44
   90.00,    0.05,  160.70,  350.90
   95.00,    0.05,  167.10,  363.15
  100.00,    0.04,  167.50,  371.70
  105.00,    0.05,  182.30,  378.38
  110.00,    0.04,  182.30,  386.11
  115.00,    0.04,  185.20,  390.08
  120.00,    0.04,  189.70,  398.06
  125.00,    0.04,  194.10,  404.41
  130.00,    0.04,  197.80,  414.73
  135.00,    0.04,  209.30,  419.17
  140.00,    0.04,  216.90,  428.31
  145.00,    0.04,  224.20,  436.27
  150.00,    0.04,  245.30,  447.08
  155.00,    0.04,  246.10,  452.84
  160.00,    0.04,  252.80,  457.89
  165.00,    0.05,  263.00,  464.17
  170.00,    0.04,  267.10,  470.55
  175.00,    0.05,  273.00,  477.17
  180.00,    0.05,  291.50,  483.10
  185.00,    0.05,  295.30,  485.67
  190.00,    0.05,  293.30,  487.64
  195.00,    0.04,  288.60,  488.08
  200.00,    0.04,  290.00,  491.82
  205.00,    0.04,  300.50,  498.77
  210.00,    0.04,  308.80,  506.21
  215.00,    0.05,  322.20,  512.79
  220.00,    0.05,  321.00,  514.55
  225.00,    0.05,  330.50,  516.60
  230.00,    0.05,  331.70,  521.12
  235.00,    0.05,  327.90,  521.09
  240.00,    0.04,  330.50,  517.61
  245.00,    0.04,  324.60,  518.67
  250.00,    0.04,  316.10,  519.88
  255.00,    0.04,  311.70,  516.37
  260.00,    0.04,  324.30,  513.83
  265.00,    0.04,  321.70,  512.48
  270.00,    0.04,  311.00,  509.68
  275.00,    0.04,  239.20,  458.20
  280.00,    0.04,  200.50,  400.16
  285.00,    0.04,  173.70,  365.17
  290.00,    0.04,  151.90,  340.89
  295.00,    0.04,  138.60,  321.88
  300.00,    0.04,  130.40,  306.90
  305.00,    0.04,  123.30,  294.23
  310.00,    0.04,  113.20,  283.01
  315.00,    0.04,  109.90,  272.94
  320.00,    0.04,  105.80,  263.69
  325.00,    0.04,   99.80,  255.50
  330.00,    0.04,   96.50,  248.01
  335.00,    0.04,   94.20,  240.83
  340.00,    0.05,   91.90,  234.11
  345.00,    0.05,   88.30,  228.21
  350.00,    0.05,   84.40,  222.63
