Time,HRRPUA
0.0,1.6
15.0,32.2
30.0,248.7
45.0,180.7
60.0,157.8
75.0,143.4
90.0,131.0
105.0,121.8
120.0,114.9
135.0,109.3
150.0,107.0
165.0,103.7
180.0,101.2
195.0,98.4
210.0,96.8
225.0,95.5
240.0,96.1
255.0,95.8
270.0,93.6
285.0,91.7
300.0,90.9
315.0,90.4
330.0,89.5
345.0,88.5
360.0,87.9
375.0,87.8
390.0,87.9
405.0,88.8
420.0,88.8
435.0,89.0
450.0,89.0
465.0,88.2
480.0,87.6
495.0,87.1
510.0,86.4
525.0,86.0
540.0,85.8
555.0,85.3
570.0,85.1
585.0,84.4
600.0,83.9
615.0,83.6
630.0,83.7
645.0,83.1
660.0,83.5
675.0,83.6
690.0,84.2
705.0,84.0
720.0,83.4
735.0,82.4
750.0,81.1
765.0,80.4
780.0,79.5
795.0,79.9
810.0,79.8
825.0,79.3
840.0,79.9
855.0,80.4
870.0,79.9
885.0,79.4
900.0,78.6
915.0,78.3
930.0,77.4
945.0,76.8
960.0,76.1
975.0,76.3
990.0,76.4
1005.0,76.1
1020.0,75.9
1035.0,75.7
1050.0,76.4
1065.0,76.6
1080.0,76.5
1095.0,75.6
1110.0,75.5
1125.0,76.4
1140.0,75.9
1155.0,75.2
1170.0,74.6
1185.0,74.3
1200.0,74.4
1215.0,74.3
1230.0,75.5
1245.0,75.2
1260.0,75.1
1275.0,75.3
1290.0,75.3
1305.0,74.9
1320.0,75.5
1335.0,75.7
1350.0,75.4
1365.0,74.9
1380.0,75.8
1395.0,75.6
1410.0,77.0
1425.0,77.3
1440.0,77.6
1455.0,77.0
1470.0,78.1
1485.0,78.5
1500.0,79.1
1515.0,79.2
1530.0,80.3
1545.0,80.4
1560.0,80.5
1575.0,81.1
1590.0,81.5
1605.0,82.1
1620.0,82.4
1635.0,81.8
1650.0,83.9
1665.0,85.6
1680.0,87.4
1695.0,88.7
1710.0,90.7
1725.0,92.2
1740.0,94.8
1755.0,97.8
1770.0,99.5
1785.0,100.3
1800.0,101.8
1815.0,102.6
1830.0,103.6
1845.0,105.5
1860.0,108.1
1875.0,111.8
1890.0,113.4
1905.0,115.3
1920.0,116.8
1935.0,120.3
1950.0,125.5
1965.0,128.8
1980.0,131.6
1995.0,129.5
2010.0,124.4
2025.0,119.6
2040.0,115.4
2055.0,112.1
2070.0,108.3
2085.0,105.1
2100.0,101.2
2115.0,97.0
2130.0,93.1
2145.0,89.7
2160.0,86.0
2175.0,80.1
2190.0,74.4
2205.0,70.0
2220.0,66.1
2235.0,61.9
2250.0,59.4
2265.0,57.5
2280.0,55.2
2295.0,54.9
2310.0,52.7
2325.0,50.6
2340.0,50.3
2355.0,50.0
2370.0,
2385.0,
2400.0,
2415.0,
2430.0,
2445.0,
2460.0,
2475.0,
2490.0,
2505.0,
2520.0,
2535.0,
2550.0,
2565.0,
2580.0,
2595.0,
2610.0,
