Time,HRRPUA
0.0,0.0
17.248801338041254,0.0
17.60081769187883,254.4
20.384322846518007,382.1
23.167828001157183,465.9
25.951333155796355,430.0
28.73483831043553,394.7
31.518343465074707,387.3
34.30184861971388,398.6
37.08535377435305,413.2
39.86885892899223,421.5
42.65236408363141,421.5
45.435869238270584,413.8
48.21937439290976,401.2
51.00287954754893,386.3
53.78638470218811,371.4
56.56988985682728,356.3
59.35339501146646,341.7
62.13690016610563,327.3
64.9204053207448,314.0
67.70391047538399,301.9
70.48741563002315,291.3
73.27092078466234,281.7
76.05442593930151,273.2
78.83793109394068,265.6
81.62143624857985,259.0
84.40494140321903,253.2
87.18844655785821,248.4
89.97195171249739,244.0
92.75545686713656,240.4
95.53896202177573,237.2
98.3224671764149,234.2
101.10597233105409,231.7
103.88947748569326,229.3
106.67298264033244,226.9
109.45648779497161,224.7
112.23999294961078,222.8
115.02349810424997,220.8
117.80700325888914,219.0
120.59050841352831,216.8
123.37401356816748,214.4
126.15751872280666,212.2
128.94102387744584,210.0
131.724529032085,207.7
134.5080341867242,205.8
137.29153934136338,203.9
140.07504449600253,202.3
142.8585496506417,200.6
145.64205480528088,198.4
148.42555995992007,196.4
151.20906511455922,194.4
153.9925702691984,192.6
156.7760754238376,191.2
159.55958057847675,189.7
162.34308573311594,188.0
165.1265908877551,186.7
167.9100960423943,185.3
170.69360119703347,184.3
173.47710635167263,183.0
176.26061150631182,181.8
179.04411666095098,180.4
181.82762181559016,178.8
184.61112697022935,177.4
187.3946321248685,176.2
190.1781372795077,175.3
192.96164243414685,174.8
195.74514758878604,174.1
198.52865274342523,173.2
201.31215789806438,172.5
204.09566305270357,171.7
206.87916820734273,171.2
209.66267336198192,170.6
212.4461785166211,169.9
215.22968367126026,169.4
218.01318882589945,168.9
220.7966939805386,168.4
223.5801991351778,167.9
226.36370428981698,167.3
229.14720944445614,166.9
231.93071459909532,166.3
234.71421975373448,165.8
237.49772490837367,165.2
240.28123006301286,164.7
243.06473521765201,164.5
245.8482403722912,164.5
248.63174552693036,164.6
251.41525068156955,164.7
254.1987558362087,164.5
256.98226099084786,164.5
259.7657661454871,164.2
262.54927130012624,164.1
265.3327764547654,164.0
268.1162816094046,163.8
270.89978676404377,163.8
273.6832919186829,163.9
276.46679707332214,164.2
279.2503022279613,165.0
282.03380738260046,165.7
284.8173125372396,166.4
287.60081769187883,167.2
290.384322846518,167.8
293.16782800115715,168.5
295.95133315579636,169.0
298.7348383104355,169.2
301.5183434650747,169.4
304.3018486197139,169.9
307.08535377435305,170.5
309.8688589289922,171.2
312.65236408363137,171.9
315.4358692382706,172.4
318.21937439290974,173.0
321.0028795475489,173.5
323.7863847021881,174.4
326.5698898568273,175.2
329.35339501146643,176.2
332.13690016610565,177.5
334.9204053207448,178.5
337.70391047538396,179.6
340.4874156300231,180.3
343.27092078466234,180.9
346.0544259393015,181.6
348.83793109394065,182.2
351.62143624857987,183.1
354.404941403219,183.7
357.1884465578582,184.6
359.9719517124974,185.2
362.75545686713656,185.8
365.5389620217757,186.4
368.3224671764149,186.8
371.1059723310541,187.2
373.88947748569325,187.6
376.6729826403324,187.8
