Time,HRRPUA
0.0,0.7
15.0,0.3
30.0,6.5
45.0,132.2
60.0,188.8
75.0,155.8
90.0,159.6
105.0,147.4
120.0,130.3
135.0,112.9
150.0,101.2
165.0,90.0
180.0,84.9
195.0,80.4
210.0,75.6
225.0,80.0
240.0,75.6
255.0,64.8
270.0,60.5
285.0,62.2
300.0,67.2
315.0,72.8
330.0,78.3
345.0,73.7
360.0,72.7
375.0,90.4
390.0,99.1
405.0,80.6
420.0,76.5
435.0,67.7
450.0,57.4
465.0,54.7
480.0,48.3
495.0,41.9
510.0,37.6
525.0,36.0
540.0,35.8
555.0,36.7
570.0,35.8
585.0,32.1
600.0,22.9
615.0,16.2
630.0,13.9
645.0,
660.0,
675.0,
690.0,
705.0,
720.0,
735.0,
