Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
s,kW,kW,m/s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.,0.0,0.0,-0.06,16.0,15.0,16.0,15.0,16.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
10.,0.0,0.0,0.00,15.8,15.7,16.0,15.3,15.9,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
20.,0.0,0.0,-0.04,15.0,15.1,16.0,15.4,16.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
30.,0.0,0.0,-0.01,15.3,15.1,16.0,15.3,16.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
40.,0.0,0.0,0.01,16.0,15.3,16.0,15.0,16.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
50.,0.0,0.0,-0.03,16.0,15.6,16.0,15.2,15.9,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
60.,0.0,0.0,0.00,16.0,15.5,16.0,15.0,15.7,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,12.9,13.0,13.0
70.,0.0,0.0,0.04,16.0,15.8,16.0,15.1,15.9,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,12.8,13.0
80.,0.0,0.0,0.01,16.0,15.8,16.0,15.0,16.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,12.8,13.0,13.0
90.,0.0,0.0,0.05,15.9,15.3,16.0,15.0,15.8,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
100.,0.0,0.0,0.05,16.0,15.0,16.0,15.0,15.8,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
110.,0.0,0.0,0.07,16.0,15.0,16.0,15.2,15.9,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
120.,0.0,0.0,0.10,16.0,15.0,16.0,15.0,15.4,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
130.,0.0,0.0,0.06,16.0,15.1,16.0,15.0,15.2,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
140.,0.0,0.0,-0.04,16.0,15.3,16.0,15.0,15.1,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
150.,0.0,0.0,-0.02,16.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
160.,0.0,0.0,-0.01,16.0,15.0,16.0,15.0,15.1,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,13.0
170.,0.0,0.0,-0.03,16.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,12.4
180.,0.0,0.0,0.06,16.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,12.9
190.,0.0,0.0,-0.03,16.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,16.0,15.0,13.0,13.0,13.0,13.0,12.9
200.,0.0,0.0,-0.01,15.8,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.9,16.0,15.0,13.0,13.0,12.8,13.0,13.0
210.,0.0,0.0,-0.01,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.5,16.0,15.0,13.0,13.0,12.5,13.0,13.0
