Time,HRR-scale,HRR-O2,V015C,T010,T015,T020,T025,T030,T035,T040,T045,T050,T055,T060,T065,T075,T095,T105,T115
220.,0.0,0.0,-0.05,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.4,15.7,15.0,13.0,13.0,13.0,13.0,12.8
230.,0.0,0.0,-0.04,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.1,15.0,15.0,13.0,13.0,13.0,13.0,12.1
240.,0.0,0.0,-0.11,15.0,15.0,16.0,15.0,15.1,15.0,15.0,14.0,15.4,15.1,15.0,13.0,13.0,12.7,13.0,12.0
250.,0.0,0.0,-0.03,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,15.7,15.0,15.0,13.0,13.0,12.8,13.0,12.1
260.,0.0,0.0,-0.09,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,15.1,15.0,13.0,13.0,12.8,12.7,12.0
270.,0.0,0.0,-0.05,15.0,15.0,16.0,15.0,15.0,15.0,15.0,14.0,16.0,15.4,15.0,13.0,13.0,12.0,12.2,12.0
280.,0.0,0.0,0.47,15.8,15.3,15.4,15.0,15.1,15.0,15.0,14.0,15.8,15.6,15.0,13.0,13.1,12.3,12.7,12.8
290.,0.0,0.0,2.44,17.1,16.5,16.0,15.7,15.9,15.2,15.3,14.6,16.0,16.0,15.0,14.2,14.1,13.5,13.4,13.3
300.,0.0,0.0,2.66,17.3,17.0,16.7,16.0,16.1,16.0,16.0,15.4,17.0,16.9,15.7,15.7,15.8,15.2,15.2,14.6
310.,0.0,0.0,2.56,18.0,17.1,17.0,16.0,16.8,16.0,16.2,16.0,17.0,17.0,16.0,17.0,17.0,16.3,16.0,15.8
320.,0.0,0.0,2.47,18.0,17.6,17.0,16.1,17.0,16.4,17.0,16.3,17.2,17.6,16.0,17.0,17.0,17.0,16.4,16.0
330.,0.0,0.0,2.79,18.3,17.9,17.5,16.7,17.2,17.0,17.0,17.0,18.0,18.0,16.0,17.0,17.6,17.0,17.0,16.0
340.,0.0,0.0,2.60,18.4,18.0,17.8,17.0,17.4,17.0,17.0,17.0,18.0,18.0,16.5,17.4,17.8,17.0,17.0,16.8
350.,0.0,0.0,2.74,18.5,18.1,17.9,17.0,17.5,17.0,17.0,17.0,18.0,18.0,17.0,17.9,18.0,17.2,17.0,17.0
360.,7.8,0.0,2.71,18.9,18.5,18.0,17.0,18.0,17.0,17.0,17.0,18.0,18.0,17.0,18.0,18.0,17.8,17.1,17.0
370.,124.0,0.0,2.78,19.2,18.8,18.0,17.0,18.0,17.3,17.7,17.6,18.7,18.8,17.5,18.5,19.8,20.5,19.7,18.8
380.,335.4,0.0,2.69,19.6,19.2,18.8,17.7,18.5,18.4,19.1,20.0,22.0,23.3,24.0,22.6,43.8,37.5,33.8,32.9
390.,802.0,0.0,2.43,20.1,20.2,19.9,18.6,20.4,20.7,22.2,25.4,29.2,34.2,41.0,38.1,151.8,67.4,67.9,75.6
400.,905.7,0.0,2.38,21.0,21.1,21.3,19.9,22.2,23.1,25.1,30.6,36.4,45.0,59.0,56.8,251.9,136.3,149.3,156.4
410.,1166.7,0.0,2.26,21.9,22.4,22.6,21.0,23.9,25.3,28.3,35.2,41.7,52.4,66.3,79.6,341.3,202.4,216.9,217.3
420.,1368.2,0.0,2.03,23.0,23.5,24.0,22.0,25.7,28.0,31.5,41.2,49.4,64.2,74.4,149.3,430.8,270.1,272.6,264.6
430.,1369.1,0.0,2.06,23.7,24.2,25.3,22.8,27.5,29.7,33.9,45.0,54.5,71.7,88.4,204.6,469.1,324.2,316.1,300.9
440.,1523.2,0.0,1.81,24.7,25.6,26.7,23.7,29.4,32.1,37.6,51.2,64.4,94.8,174.5,343.6,511.8,370.1,350.7,326.2
450.,1749.2,0.0,1.97,25.1,26.6,27.8,24.7,30.6,34.2,40.1,56.1,75.6,157.2,272.6,455.0,555.7,410.2,377.7,345.9
460.,1757.4,0.0,1.82,26.0,27.3,28.9,25.3,32.5,36.7,42.6,61.8,84.8,258.4,318.7,519.8,594.4,443.4,403.4,362.8
470.,1770.5,0.0,1.78,26.8,28.2,29.2,25.9,33.2,37.0,43.5,62.9,91.1,286.1,334.8,534.5,602.3,455.8,417.0,382.3
480.,1807.2,0.0,1.89,27.0,29.0,30.0,26.1,33.8,37.8,43.7,62.6,93.0,279.4,329.4,523.5,617.0,478.5,442.2,397.4
490.,1833.9,0.0,1.69,27.1,29.3,30.7,26.2,34.3,38.3,44.7,62.7,85.0,281.9,347.1,521.0,627.4,487.4,447.3,404.2
500.,1855.5,0.0,1.60,27.8,29.9,31.0,27.0,34.8,39.2,45.9,64.5,92.9,311.7,349.0,550.2,643.3,498.5,450.4,408.2
510.,1927.3,0.0,1.85,28.0,30.0,31.0,27.1,35.0,39.3,46.1,65.3,103.3,334.1,358.7,531.4,636.0,512.5,466.9,422.8
520.,1959.3,0.0,1.76,28.8,31.0,31.9,28.1,36.3,40.9,47.7,69.5,127.4,341.1,358.3,540.4,657.5,518.4,470.1,424.4
530.,1993.7,0.0,1.68,29.1,31.1,32.7,28.0,36.7,41.2,48.1,69.4,118.8,328.4,353.6,544.9,688.8,522.8,470.7,425.4
540.,2096.0,0.0,1.87,29.5,31.2,33.1,28.5,36.8,41.8,48.6,70.8,130.6,337.9,383.5,569.9,684.8,527.8,479.0,432.4
550.,2430.4,0.0,1.81,30.2,32.8,34.6,29.9,38.7,44.5,52.1,79.9,175.8,369.4,396.0,647.0,733.7,543.6,492.5,439.5
560.,2064.4,0.0,1.82,30.2,33.0,34.7,29.9,39.0,44.0,53.8,84.2,207.1,376.0,370.7,598.4,719.8,542.8,489.6,439.1
570.,2041.7,0.0,1.81,30.6,33.0,34.3,29.5,38.4,46.0,56.3,107.1,243.2,386.1,386.1,589.9,706.5,545.1,491.6,438.4
580.,2249.9,0.0,1.93,30.8,33.2,35.1,29.9,39.5,60.1,94.1,130.6,260.8,394.1,399.9,635.3,724.6,554.9,500.8,449.6
590.,2213.9,0.0,1.74,31.1,33.6,35.7,30.0,40.1,62.4,97.6,127.4,245.4,374.7,382.8,619.1,740.8,554.2,496.9,446.6
600.,2275.6,0.0,1.65,31.6,33.8,35.9,30.7,40.4,55.4,93.4,143.9,251.0,379.9,398.8,621.1,706.9,559.4,510.3,453.2
610.,2406.3,0.0,1.72,32.4,34.6,36.4,31.2,42.2,65.6,122.9,167.4,275.2,406.4,438.5,671.2,739.7,563.1,511.8,460.0
620.,2193.2,0.0,1.62,32.1,34.3,36.3,33.7,53.6,84.8,134.2,166.6,277.8,404.3,443.4,650.8,741.0,571.4,512.0,459.2
630.,1962.2,0.0,2.16,32.6,34.8,37.0,33.2,50.4,68.6,105.5,142.5,222.5,317.2,401.7,574.0,724.9,571.3,513.5,463.7
640.,2378.3,0.0,1.96,33.1,35.6,38.1,33.3,47.4,59.7,82.0,113.8,157.8,212.1,380.3,521.0,728.7,585.3,528.6,471.4
650.,3083.8,0.0,1.93,34.2,37.6,39.5,34.7,47.7,57.4,72.6,103.1,133.6,184.8,384.2,563.7,783.7,637.2,572.3,506.8
660.,3159.9,0.0,1.95,34.9,38.6,41.0,35.4,48.5,56.9,69.2,98.3,125.9,174.9,392.0,568.2,791.1,661.5,606.1,540.6
670.,2921.4,0.0,2.01,35.8,39.3,41.6,35.9,47.3,55.5,67.0,95.6,121.1,170.0,400.8,593.2,797.5,656.2,593.5,537.9
680.,2831.9,0.0,1.97,36.0,40.0,42.5,36.8,48.2,56.7,67.9,98.9,123.3,175.9,428.6,645.3,819.1,651.7,585.2,534.3
690.,2711.5,0.0,1.97,36.6,39.9,42.4,36.9,48.8,56.4,67.6,97.7,123.3,178.4,416.3,607.4,804.3,659.1,593.6,540.3
700.,2575.2,0.0,1.89,36.8,40.0,43.0,37.0,49.1,57.4,67.6,98.6,122.4,180.4,409.9,619.3,797.8,649.9,586.7,531.6
710.,2443.3,0.0,2.00,36.6,40.0,42.7,37.0,48.2,56.1,66.3,96.0,119.9,174.6,414.4,608.0,777.3,638.0,580.2,523.8
720.,2286.5,0.0,1.91,36.8,40.1,43.5,37.1,49.0,56.6,66.4,95.9,119.7,172.4,420.2,556.9,742.8,624.8,572.4,514.3
730.,1495.9,0.0,2.28,36.0,39.0,41.9,36.0,47.2,54.3,63.7,89.6,112.3,158.0,360.4,414.8,716.3,593.9,545.7,494.8
