m,kW/m2,m,kW/m2,m,kW/m2
r-up,Upwind,r-lat,Lateral,r-down,Downwind
8.54,3.34,15.98,1.29,14.49,2.30
12.50,1.84,18.97,1.13,18.47,1.34
16.48,1.25,22.96,0.53,22.46,0.79
20.47,0.67,26.95,0.26,26.45,0.59
