m,kW/m2,m,kW/m2,m,kW/m2
r-up,Upwind,r-lat,Lateral,r-down,Downwind
14.49,1.93,24.78,0.98,18.47,1.62
19.47,0.94,27.77,0.70,22.46,1.10
23.46,0.82,31.77,0.36,26.45,0.72
28.45,0.58,37.76,0.23,32.44,NaN
