m,kW/m2,m,kW/m2,m,kW/m2
r-up,Upwind,r-lat,Lateral,r-down,Downwind
10.02,3.87,13.61,4.37,15.00,5.55
15.98,1.55,16.60,2.30,18.97,3.03
20.96,0.94,20.58,1.63,24.96,1.52
27.95,0.62,26.57,0.97,30.95,0.87
NaN,NaN,NaN,NaN,37.94,0.51
