m,kW/m2,m,kW/m2,m,kW/m2
r-up,Upwind,r-lat,Lateral,r-down,Downwind
15.00,3.68,20.80,5.61,15.00,5.82
18.98,NaN,23.80,2.19,18.98,4.59
24.97,NaN,27.79,1.94,26.96,2.17
30.96,1.06,33.78,0.86,33.85,1.24
