m,kW/m2,m,kW/m2,m,kW/m2
r-up,Upwind,r-lat,Lateral,r-down,Downwind
28.91,1.62,36.08,2.58,35.91,1.76
32.91,0.26,38.08,2.17,40.91,1.33
36.91,NaN,41.08,1.73,45.91,1.11
42.91,0.86,48.08,0.76,50.91,0.79
NaN,NaN,NaN,NaN,58.91,0.66
