m,kW/m2,m,kW/m2,m,kW/m2
r-down,Downwind,r-lat,Lateral,r-up,Upwind
22.02,NaN,27.77,5.51,16.04,8.93
25.02,14.06,30.77,4.53,20.03,7.24
30.01,NaN,34.76,3.87,24.02,5.08
36.00,6.36,39.76,2.89,32.01,3.84
