Time (s),Line 2,Line 6,Line 10
0,26,20.52631579,18.24561404
60,39.62187135,31.87787524,29.2633041
120,53.24374269,43.2294347,40.28099416
180,87.14105263,54.58099415,51.29868421
240,128.8079532,81.7768421,62.31637427
300,170.4748538,120.2385965,88.07309942
360,221.2736842,158.7003508,132.1438596
420,273.3573099,220.8205847,187.0403508
480,326.1464327,291.3338011,293.2374269
540,401.4673684,361.8470175,336.3065789
600,476.7883041,493.0473633,379.3757309
660,632.6362573,600.9173071,462.4350877
720,882.722807,675.0401141,583.8284084
780,834.645614,872.6200396,864.5969545
840,721.6140351,764.0753589,913.0561404
900,638.8701754,700.4605265,909.0877193
960,603.6135673,672.6752437,896.8479532
1020,568.3569591,657.9849903,898.9740741
1080,564.558396,660.5368421,913.6643275
1140,563.4137009,664.5432749,937.2505848
1200,562.2690058,668.5497077,958.4210527
1260,561.1243108,672.5561404,976.9122809
1320,567.1554094,676.5625732,995.403509
1380,573.6658626,680.5690059,1013.894737
1440,580.1763158,690.3957895,1030.897466
1500,586.686769,703.2163743,1047.813515
1560,595.1552047,716.0369591,1063.535153
1620,606.7738596,729.8359649,1077.335088
1680,618.3925146,743.8584796,1091.135023
1740,630.0111696,757.8809942,1104.934957
1800,641.6298246,771.9035088,1118.734892
1860,653.2484795,785.4052632,1130.770029
1920,661.8734716,797.4245614,1137.781286
1980,669.1578947,809.4438597,1144.792543
2040,676.4423179,821.4631579,1151.803801
2100,683.7267411,833.4824561,1158.815058
2160,691.0111643,840.1991228,1165.826315
2220,698.2955875,844.7063597,1172.837573
2280,705.7205848,849.2135965,1173.405848
2340,713.332807,853.7208333,1165.392982
2400,720.9450292,859.368421,1161.637427
2460,728.5572515,871.3877193,1169.666583
2520,736.1694737,883.4070176,1169.094235
2580,743.7816959,895.4263158,1168.521888
2640,751.3939181,907.4456141,1167.94954
2700,759.0061404,921.8596491,1168.677193
2760,766.6183626,937.8853801,1170.279766
2820,774.2305848,953.9111111,1171.882339
2880,781.842807,959.8105263,1173.140852
2940,789.2452047,962.3600744,1174.285547
3000,792.0497076,964.9096225,1175.430242
3060,794.8542105,967.4591706,1176.574937
3120,797.6587135,970.0087187,1167.62807
3180,800.4632164,972.5582669,1158.75424
3240,803.2677193,980.7245615,1151.742982
3300,806.0722222,994.7470762,1144.731725
3360,808.8767251,1005.221833,1137.720468
3420,811.6812281,1002.550877,1128.85614
3480,814.485731,1011.339181,1110.28616
3540,817.2902339,1031.371345,1104.944249
3600,820.0947368,1051.403509,1105.45614
3660,821.6733402,1057.586111,1098.226316
3720,822.6160303,1056.584503,1086.207017
3780,823.5587203,1057.875,1071.902456
3840,824.5014104,1062.883041,1057.479298
3900,825.4441004,1069.459064,1043.05614
3960,826.3867905,1089.491228,1028.632982
4020,827.3294806,1109.523392,1014.209825
4080,828.2721706,1110.496491,1000.751657
4140,829.2148607,1107.491667,990.0678363
4200,830.1575507,1112.754386,979.3840156
4260,835.4159844,1124.773684,968.7001949
4320,840.7578947,1136.792982,958.0163743
4380,846.0998051,1144.764035,947.3325536
4440,848.4210526,1126.735088,936.6487329
4500,848.4210526,1108.70614,925.9649123
4560,851.8877193,1106.140351,915.2810916
4620,863.9070175,1103.137427,904.5972709
4680,875.9263158,1083.105263,893.9134503
4740,887.945614,1063.073099,883.2296296
4800,899.9649123,1043.040935,872.5458089
4860,926.6947368,1027.082456,861.8619882
4920,958.594152,1012.597661,852.3355661
4980,984.9221387,998.1128654,843.5942583
5040,1011.250125,983.6280701,834.8529505
5100,1037.578112,969.1432748,826.1116427
5160,1062.305263,954.6584795,817.3703349
5220,1050.285965,940.1736843,808.6290271
5280,1038.266667,927.0474854,799.8877193
5340,1026.247368,916.6307603,791.1464114
5400,1014.22807,906.2140351,782.4051036
5460,1002.208772,895.79731,773.6637958
5520,990.7274854,885.3805849,764.922488
5580,980.2491228,874.9638597,756.1811802
5640,969.7707602,866.9454192,747.6368421
5700,959.2923977,860.2680312,741.627193
5760,948.8140351,853.5906433,735.6175438
5820,938.3356725,846.9132554,729.6078947
5880,927.8573099,840.2358675,723.5982456
5940,917.3789474,833.5584796,718.237171
6000,909.4633643,826.8810916,713.4795321
6060,901.6861713,820.2037037,708.7218932
6120,893.9089783,813.5263158,703.9642543
6180,886.1317853,806.8489279,699.2066155
6240,878.3545924,800.3221387,694.4489766
6300,870.5773994,794.0263158,689.6913377
6360,862.8002064,787.730493,684.9336988
6420,855.0230134,781.4346701,680.1760599
6480,847.2458204,775.1388472,675.4526315
6540,839.4519451,768.8430244,670.77846
6600,831.6132723,762.5472015,666.1042885
6660,823.7745995,756.2513786,661.430117
6720,815.9359268,749.8744641,656.7559455
6780,808.097254,743.3878587,652.081774
6840,800.2585812,736.9012533,647.4076025
6900,792.4199085,730.4146479,642.0497078
6960,784.5812357,723.9280425,636.1941522
7020,776.7425629,717.4414371,630.3385966
7080,768.9038902,710.9548317,624.4830411
7140,761.0652174,704.4682263,618.6274855
7200,753.2265446,697.9816209,612.77193
7260,745.3878719,691.4950155,606.9163744
7320,737.6480595,685.0084101,601.0608188
7380,730.3636364,678.5218047,595.2052633
7440,723.0792132,671.8131119,589.3497077
7500,715.79479,664.8545708,583.4941521
7560,708.5103668,657.8960297,577.6385966
7620,701.2259436,650.9374885,571.783041
7680,693.9415205,643.9789474,565.9274855
7740,686.6570973,637.0204062,560.0719299
7800,679.3726741,630.0618651,554.1881665
7860,672.0882509,623.103324,548.2963536
7920,664.8038278,616.1447828,542.4045408
7980,657.5194046,609.1862417,536.5127279
8040,650.2349814,602.2277005,530.620915
8100,641.8908382,594.7428725,524.7291021
8160,632.9876543,586.980409,518.8372892
8220,624.0844704,579.2179456,512.9454763
8280,615.1812865,571.4554821,507.0536634
8340,606.2781027,563.6930187,501.0670448
8400,597.3749188,555.9305552,494.2325419
8460,588.4717349,548.1680918,487.398039
8520,579.568551,540.4056283,480.5635361
8580,570.6653671,532.6431649,473.7290333
8640,561.7621832,526.325146,466.8945304
8700,553.5491228,521.2058153,460.0600275
8760,546.3375439,516.0864846,453.2255246
8820,539.1259649,510.967154,446.3910217
8880,531.914386,505.8478233,439.5565188
8940,524.702807,500.7284926,433.597977
9000,517.4912281,495.6091619,428.8335705
9060,510.2796491,490.4898312,424.0691639
9120,503.0680702,485.3705005,419.3047574
9180,495.8564912,480.2511698,414.5403509
9240,488.6449123,475.0365082,409.7759444
9300,481.4333333,469.5992066,405.0115379
9360,474.2491228,464.161905,400.2471314
9420,468.2394737,458.7246034,395.4827249
9480,462.2298246,453.2873018,390.7183184
9540,456.2201754,447.8500002,385.9539118
9600,450.2105263,442.4126986,381.1895053
9660,444.2008772,436.975397,376.4250988
9720,438.1912281,431.5380954,371.6606923
9780,432.1815789,426.1007938,366.8962858
9840,426.1719298,420.6634922,362.1318793
9900,420.1622807,415.2261906,357.3674728
9960,414.1526316,409.788889,352.6030663
10020,408.1429825,404.3515874,347.8386598
10080,402.1333333,398.9142858,343.0742532
10140,396.1236842,393.4769842,338.3098467
