Time (s),Line 2,Line 6,Line 10
0,20.63492063,26.6430087,20.63492063
60,44.22073963,55.98757415,43.39048313
120,93.01137431,97.31343724,99.76913872
180,159.7346127,155.7406428,170.433495
240,249.2522309,236.5864564,236.0461595
300,384.246982,348.5949762,281.2299842
360,511.669546,466.265981,365.6832927
420,579.3311652,844.1550609,576.5981577
480,759.6620626,900.4933846,757.0084607
540,699.5436957,790.3679508,887.5946587
600,596.8027047,721.9809986,1032.841313
660,574.5070752,708.3668038,1125.727364
720,567.2891931,719.0212102,1160.916661
780,565.0724612,728.1993252,1157.728473
840,566.1618546,732.4945266,1135.482066
900,569.0634968,733.0583061,1113.496708
960,572.2835112,731.8715455,1107.892953
1020,574.4661196,730.9748381,1117.236731
1080,575.9177197,732.3841658,1134.103215
1140,578.0446735,737.2582061,1151.062446
1200,582.2471885,745.6963273,1160.864392
1260,589.1171059,757.7323169,1161.903485
1320,598.2960548,773.3736327,1159.20907
1380,609.3712953,791.8803409,1158.190123
1440,621.9300875,811.6766576,1164.031983
1500,635.5596916,831.1427076,1176.152083
1560,649.8473676,848.6586159,1187.849156
1620,664.3593311,862.6045073,1194.464121
1680,678.4800793,871.3605137,1195.912068
1740,691.5011539,874.4119331,1192.637815
1800,702.7426384,875.4192997,1185.091283
1860,712.1035325,879.0289713,1174.166941
1920,720.0135238,889.5926754,1161.542478
1980,726.9219232,906.100986,1148.97531
2040,733.2780415,922.8685618,1138.222851
2100,739.5311895,934.4121832,1131.042516
2160,746.0753064,941.0458646,1128.824945
2220,752.9416852,947.7738639,1130.558665
2280,760.0156727,957.9974961,1134.265473
2340,767.1822163,970.0263176,1137.964522
2400,774.3262636,981.3599135,1139.674966
2460,781.3327619,991.0757955,1137.415959
2520,788.0866587,999.3779702,1129.206652
2580,794.4721144,1006.544809,1114.893007
2640,800.3690926,1013.457146,1104.041844
2700,805.6561642,1021.394503,1103.944031
2760,810.2118993,1031.635193,1108.572204
2820,813.9148678,1043.460398,1110.455148
2880,816.6436397,1051.574617,1107.685153
2940,818.276785,1051.05724,1101.679084
3000,818.8317392,1046.942445,1093.898449
3060,819.6462871,1049.914645,1085.804756
3120,822.7288797,1070.723104,1078.859513
3180,828.6932982,1111.629169,1074.490558
3240,836.7334095,1144.332431,1070.326246
3300,845.9799556,1160.406173,1058.684951
3360,855.5636874,1165.556067,1046.690155
3420,864.7970671,1165.591235,1045.814817
3480,873.6410233,1166.3208,1043.159162
3540,882.2010795,1172.82306,1028.877577
3600,890.5827588,1184.937196,1016.496331
3660,898.8915848,1200.216194,1011.075472
3720,907.2330806,1216.203517,1008.747235
3780,915.7126217,1230.44263,1005.373619
3840,924.2627046,1240.476998,996.8166225
3900,932.3092423,1244.081156,980.1342795
3960,939.1858405,1242.237836,959.5510282
4020,944.2261049,1237.451208,941.9484952
4080,947.1746789,1230.045372,933.525105
4140,950.0319882,1219.971603,931.9075807
4200,955.5682764,1207.201476,929.0313249
4260,966.554446,1192.413757,921.1338239
4320,984.7557261,1177.161032,909.9051988
4380,1007.021495,1163.049986,897.3731377
4440,1028.701419,1151.335259,885.5653284
4500,1045.988544,1141.646752,876.5094587
4560,1058.859894,1133.145971,872.1022632
4620,1068.352826,1124.994377,870.8630578
4680,1075.8475,1116.353431,867.7337813
4740,1084.134808,1106.384594,859.5274606
4800,1096.36855,1094.249329,847.0556428
4860,1115.702524,1079.109095,831.5947165
4920,1144.846311,1060.315491,814.4354804
4980,1177.730071,1038.714588,796.8757272
5040,1200.741906,1015.858869,780.2132957
5100,1209.178784,993.3050119,765.5904118
5160,1206.359109,972.5978208,753.0337516
5220,1195.33647,954.5181883,742.0831977
5280,1178.315337,938.6323975,732.2766054
5340,1157.424581,924.398595,723.1518298
5400,1134.728621,911.2749276,714.2467264
5460,1111.362897,898.7172455,705.1614595
5520,1087.765438,886.0749916,695.8695379
5580,1064.357326,872.5485593,686.4829006
5640,1041.559643,857.3283288,677.1137134
5700,1019.793471,840.0831327,667.8741421
5760,999.4089301,821.7034389,658.874746
5820,980.3886574,803.2718866,650.1701255
5880,962.5966943,785.8560541,641.7457368
5940,945.8970234,770.0510487,633.5827554
6000,930.1536273,755.8966012,625.6623567
6060,915.2304885,743.4006647,617.9657163
6120,900.9563922,732.5711926,610.4729172
6180,887.0067277,723.416138,602.9987524
6240,873.0151066,715.9373615,595.0174534
6300,858.6151396,709.3817803,585.9612499
6360,843.440438,701.5296276,575.2623728
6420,827.2357316,690.9343705,562.535071
6480,810.1655469,677.9013632,548.0812441
6540,792.4935293,662.9262773,532.3651539
6600,774.4833246,646.5047839,515.8510626
6660,756.3985782,629.1325544,499.0032321
6720,738.5029358,611.30526,482.2859243
6780,721.060043,593.518572,466.1634014
6840,704.3335452,576.2681619,451.0999253
6900,688.5870881,560.0497007,437.559758
6960,674.0843172,545.3588599,426.0071615
7020,661.0888782,532.6913108,416.9063979
7080,649.8644166,522.5427246,410.721729
7140,640.6745779,515.4087726,407.917417
7200,633.7830078,511.7851262,408.9577237
