V-wind,z
1.079856973,710.8516484
1.079856973,712.9120879
1.087008343,706.7307692
1.094159714,698.489011
1.094159714,700.5494505
1.094159714,702.6098901
1.094159714,704.6703297
1.108462455,690.2472527
1.108462455,692.3076923
1.108462455,694.3681319
1.108462455,696.4285714
1.122765197,688.1868132
1.144219309,675.8241758
1.151370679,669.6428571
1.151370679,671.7032967
1.151370679,673.7637363
1.179976162,653.1593407
1.179976162,655.2197802
1.179976162,657.2802198
1.194278903,646.978022
1.194278903,649.0384615
1.194278903,651.0989011
1.201430274,18.54395604
1.201430274,644.9175824
1.208581645,638.7362637
1.208581645,640.7967033
1.208581645,642.8571429
1.222884386,632.5549451
1.222884386,634.6153846
1.222884386,636.6758242
1.251489869,616.0714286
1.251489869,618.1318681
1.251489869,620.1923077
1.25864124,614.010989
1.26579261,599.5879121
1.26579261,601.6483516
1.272943981,597.5274725
1.280095352,587.2252747
1.280095352,589.2857143
1.280095352,591.3461538
1.280095352,593.4065934
1.280095352,595.467033
1.287246722,585.1648352
1.294398093,564.5604396
1.294398093,576.9230769
1.294398093,578.9835165
1.294398093,581.043956
1.294398093,583.1043956
1.301549464,558.3791209
1.301549464,560.4395604
1.301549464,562.5
1.308700834,541.8956044
1.308700834,543.956044
1.308700834,546.0164835
1.323003576,531.5934066
1.323003576,533.6538462
1.323003576,535.7142857
1.323003576,537.7747253
1.323003576,539.8351648
1.330154946,22.66483516
1.337306317,521.2912088
1.337306317,523.3516484
1.337306317,525.4120879
1.337306317,527.4725275
1.337306317,529.532967
1.3659118,502.7472527
1.3659118,504.8076923
1.3659118,506.8681319
1.3659118,508.9285714
1.394517282,488.3241758
1.394517282,490.3846154
1.408820024,482.1428571
1.408820024,484.2032967
1.408820024,486.2637363
1.423122765,473.9010989
1.423122765,475.9615385
1.423122765,478.021978
1.423122765,480.0824176
1.430274136,28.84615385
1.437425507,467.7197802
1.437425507,469.7802198
1.437425507,471.8406593
1.444576877,465.6593407
1.466030989,453.2967033
1.47318236,35.02747253
1.480333731,447.1153846
1.480333731,449.1758242
1.480333731,451.2362637
1.508939213,432.6923077
1.508939213,434.7527473
1.523241955,424.4505495
1.523241955,426.510989
1.523241955,428.5714286
1.523241955,430.6318681
1.537544696,418.2692308
1.537544696,420.3296703
1.537544696,422.3901099
1.551847437,412.0879121
1.551847437,414.1483516
1.551847437,416.2087912
1.558998808,43.26923077
1.573301549,45.32967033
1.58045292,397.6648352
1.587604291,399.7252747
1.594755662,47.39010989
1.594755662,393.543956
1.594755662,395.6043956
1.616209774,49.45054945
1.616209774,381.1813187
1.623361144,375
1.623361144,377.0604396
1.623361144,379.1208791
1.630512515,51.51098901
1.630512515,372.9395604
1.637663886,366.7582418
1.637663886,368.8186813
1.637663886,370.8791209
1.644815256,53.57142857
1.651966627,55.63186813
1.651966627,358.5164835
1.651966627,360.5769231
1.651966627,362.6373626
1.651966627,364.6978022
1.659117998,356.456044
1.68057211,342.032967
1.68057211,344.0934066
1.68772348,339.9725275
1.694874851,337.9120879
1.709177592,325.5494505
1.716328963,323.489011
1.723480334,63.87362637
1.723480334,65.93406593
1.723480334,313.1868132
1.723480334,315.2472527
1.723480334,317.3076923
1.723480334,319.3681319
1.723480334,321.4285714
1.730631704,70.05494505
1.730631704,311.1263736
1.737783075,67.99450549
1.737783075,300.8241758
1.737783075,302.8846154
1.737783075,304.9450549
1.737783075,307.0054945
1.737783075,309.0659341
1.752085816,288.4615385
1.759237187,286.4010989
1.766388558,282.2802198
1.766388558,284.3406593
1.773539928,267.8571429
1.773539928,269.9175824
1.780691299,253.4340659
1.780691299,255.4945055
1.780691299,257.5549451
1.780691299,259.6153846
1.780691299,261.6758242
1.780691299,263.7362637
1.780691299,265.7967033
1.78784267,78.2967033
1.78784267,251.3736264
1.794994041,80.35714286
1.794994041,245.1923077
1.794994041,247.2527473
1.794994041,249.3131868
1.802145411,82.41758242
1.809296782,84.47802198
1.809296782,230.7692308
1.816448153,232.8296703
1.823599523,86.53846154
1.823599523,226.6483516
1.823599523,228.7087912
1.830750894,88.5989011
1.837902265,90.65934066
1.837902265,212.2252747
1.845053635,210.1648352
1.845053635,214.2857143
1.852205006,92.71978022
1.852205006,201.9230769
1.852205006,203.9835165
1.852205006,206.043956
1.852205006,208.1043956
1.859356377,94.78021978
1.859356377,199.8626374
1.866507747,96.84065934
1.866507747,98.9010989
1.866507747,191.6208791
1.866507747,193.6813187
1.866507747,195.7417582
1.866507747,197.8021978
1.873659118,100.9615385
1.873659118,187.5
1.880810489,189.5604396
1.89511323,113.3241758
1.89511323,115.3846154
1.89511323,117.4450549
1.89511323,171.0164835
1.89511323,173.0769231
1.89511323,175.1373626
1.902264601,119.5054945
1.902264601,168.956044
1.902264601,177.1978022
1.909415971,148.3516484
1.909415971,150.4120879
1.909415971,152.4725275
1.909415971,154.532967
1.909415971,156.5934066
1.916567342,144.2307692
1.916567342,146.2912088
1.923718713,131.8681319
1.923718713,133.9285714
1.923718713,135.989011
1.923718713,138.0494505
1.923718713,140.1098901
1.923718713,142.1703297
